OID_,id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,response_time_num,type_num,license_tf,host_location_tf,host_verifications_num,amenities_num,host_duration,pop_past,pop_future,popularity,dist_attractions,dist_city,airbnb_count,average_price,poi_count,transport_count,hotel_count,relative_price,cluster_id
1,53939356.0,435279521,100,100.0,f,t,t,47.73908,-122.29009,1,2.0,1.0,1.0,42.0,1.0,1125.0,4.33,4.67,4.22,5.0,4.78,4.33,4.44,t,7,5,2,f,f,2,28,366,0.03,-1.98,-1.95,7755.257116411342,15334.08146509811,15,97.33333333333333,0,2.0,0,-55.33333333333333,0
2,6.30392837253857e+17,104834083,98,99.0,f,t,t,47.50846,-122.23577,5,1.0,2.0,4.0,194.0,3.1,31.3,4.5,4.5,5.0,4.0,4.5,4.5,4.5,t,46,5,3,f,f,2,37,2208,-0.45,-1.56,-2.01,2461.9871542635465,12759.323173548324,11,207.18181818181816,0,0.0,0,-13.181818181818159,0
3,19553441.0,25383292,0,33.0,t,t,t,47.58493,-122.40062,6,3.0,3.0,3.0,595.0,30.0,30.0,5.0,5.0,4.95,4.95,5.0,5.0,4.9,f,2,1,3,t,t,2,69,2901,-1.01,-1.98,-2.99,4964.330923515274,5707.555278490612,31,271.9032258064516,25,6.0,0,323.0967741935484,1
4,6.06740310546802e+17,121968404,100,100.0,f,t,t,47.74255,-122.32712,6,2.0,3.0,4.0,248.0,3.0,1125.0,4.86,4.86,5.0,5.0,5.0,4.86,5.0,f,1,5,3,f,t,2,54,2088,0.01,-0.17,-0.16,8109.386216026292,15424.788046446094,6,169.16666666666663,13,2.0,0,78.83333333333337,2
5,6.75687046361566e+17,114731080,100,100.0,t,t,t,47.74408,-122.28824,12,3.0,6.0,8.0,362.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,5,3,f,t,3,57,2135,-0.5,-0.49,-0.99,8327.438225783299,15906.4428907364,10,132.6,0,2.0,0,229.4,2
6,23896079.0,28319832,100,94.0,t,t,t,47.51039,-122.31058,2,1.0,1.0,1.0,71.0,1.0,5.0,4.83,4.89,4.82,4.89,4.86,4.75,4.87,f,2,4,2,f,t,2,34,2844,2.78,-1.02,1.76,1281.6964898948327,10492.010422411679,13,150.0,0,0.0,0,-79.0,0
7,10123910.0,28991907,100,0.0,t,t,t,47.6144,-122.28014,8,2.0,3.0,5.0,399.0,5.0,365.0,4.82,4.8,4.77,4.99,4.92,4.96,4.7,f,1,4,3,t,t,3,41,2833,-0.57,1.11,0.54,3968.7675164207753,3933.1058712047943,8,211.625,1,7.0,0,187.375,2
8,4995768.0,25749669,75,50.0,f,t,t,47.50515,-122.34091,2,1.5,1.0,1.0,90.0,2.0,1125.0,4.67,4.8,4.47,4.93,4.87,4.73,4.71,f,4,3,2,f,t,2,33,2893,-0.92,-1.34,-2.26,3397.1473851326527,11001.976915974108,9,217.11111111111111,4,5.0,0,-127.11111111111111,0
9,6.977409806536837e+17,423937178,100,100.0,f,t,t,47.48607,-122.28398,10,3.0,5.0,5.0,298.0,2.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,5,3,f,f,1,45,444,0.74,-0.17,0.57,3599.806583413428,13544.730922355948,3,139.33333333333334,2,6.0,0,158.66666666666666,2
10,52134913.0,23165254,100,98.0,f,t,t,47.51642,-122.33738,8,1.0,2.0,2.0,349.0,173.1,365.0,4.64,4.18,4.91,4.55,4.64,4.55,4.18,t,10,5,3,f,t,3,30,2962,-0.73,1.11,0.38,2722.40786089766,9734.22305244669,4,208.25,2,5.0,0,140.75,2
11,3578755.0,1639677,100,0.0,f,t,t,47.63584,-122.3313,5,1.5,3.0,3.0,933.0,30.0,365.0,4.91,5.0,5.0,5.0,5.0,5.0,4.73,f,1,4,3,f,t,3,14,3974,-1.11,-0.07,-1.18,970.3931378860312,3559.9485352037377,10,359.2,15,4.0,0,573.8,1
12,50229265.0,25443744,100,100.0,f,t,t,47.49518,-122.32401,4,1.0,1.0,2.0,120.0,2.0,1125.0,4.47,4.67,4.47,4.93,4.73,4.53,4.47,t,1,5,3,f,t,2,45,2899,-0.68,1.11,0.43,3217.494389240476,12088.69571523674,5,132.4,0,0.0,0,-12.400000000000006,0
13,6.601345072211853e+17,432019387,100,100.0,f,t,t,47.49778,-122.31759,3,1.0,1.0,1.0,159.0,1.0,1125.0,4.92,5.0,5.0,5.0,5.0,4.31,4.62,t,1,5,3,f,t,2,49,389,1.65,-0.71,0.94,2691.1110558400887,11828.352532036124,4,108.75,0,0.0,0,50.25,0
14,6.406055571955324e+17,459383756,100,100.0,f,t,t,47.513515299999995,-122.3122375,3,1.0,1.0,1.0,165.0,1.0,1125.0,4.96,4.92,5.0,4.96,5.0,4.75,4.83,t,4,5,3,f,t,2,24,207,4.85,-1.24,3.609999999999999,1089.8412428705124,10130.785644417676,11,157.0,0,2.0,0,8.0,0
15,6.298914861066868e+17,317871568,96,99.0,f,t,t,47.73385,-122.29539,2,1.5,1.0,1.0,55.0,1.0,28.0,4.85,4.85,4.96,4.88,4.92,4.77,4.85,f,3,5,2,f,t,1,35,1090,2.15,0.68,2.83,7114.725292354412,14688.54295346906,13,139.30769230769232,7,12.0,0,-84.30769230769232,0
16,39447054.0,151184281,100,98.0,t,t,t,47.49635,-122.34081,2,1.0,1.0,1.0,97.0,1.0,1125.0,4.82,4.9,4.94,4.9,4.89,4.8,4.85,f,5,5,2,f,t,2,30,1907,1.68,-1.02,0.66,3966.3004045636617,11977.382235828496,6,99.66666666666669,0,0.0,0,-2.6666666666666856,0
17,6.357425264559748e+17,245855406,100,97.0,f,t,f,47.55822,-122.22917,3,1.0,1.0,2.0,219.0,2.0,365.0,5.0,4.8,4.93,4.93,5.0,4.93,4.8,f,1,5,3,f,t,1,59,1381,1.02,-0.81,0.21,6681.224577335862,9128.173459996548,1,219.0,0,11.0,0,0.0,0
18,44667695.0,51601507,100,100.0,f,t,t,47.48493,-122.24346,1,1.0,1.0,1.0,129.0,2.0,29.0,4.73,4.91,4.73,4.91,4.91,4.91,4.82,f,3,5,2,f,t,2,47,2549,-0.92,1.11,0.19,1983.6181692582247,14739.851614477602,10,120.9,1,1.0,0,8.099999999999994,0
19,25905002.0,193023955,100,65.0,f,t,t,47.74563,-122.3313,2,1.0,1.0,1.0,87.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,4,2,f,t,2,53,1651,-0.69,-1.88,-2.57,8501.99660632751,15765.930709071656,6,133.33333333333334,0,2.0,0,-46.33333333333334,0
20,50422713.0,67661991,100,80.0,t,t,t,47.70507,-122.24413,4,1.0,1.0,2.0,149.0,3.0,1125.0,4.85,4.92,4.92,5.0,5.0,4.54,4.85,f,1,5,3,f,f,2,57,2427,-0.66,0.15,-0.51,6232.9196161940445,12975.734396965752,2,162.5,0,0.0,0,-13.5,0
21,40864735.0,317871568,96,99.0,f,t,t,47.73564,-122.29414,2,1.0,1.0,1.0,86.0,1.0,28.0,4.83,4.74,4.91,5.0,4.96,4.78,4.74,f,3,5,2,f,t,1,45,1090,-0.83,-0.6,-1.43,7325.81640116262,14901.155323573636,17,123.11764705882352,5,9.0,0,-37.11764705882352,0
22,14000589.0,25749669,75,50.0,f,t,t,47.50371,-122.34199,2,1.5,1.0,1.0,95.0,3.0,1125.0,4.57,4.64,4.71,4.71,4.71,4.31,4.46,f,4,3,2,f,t,2,28,2893,-1.08,-1.34,-2.42,3548.2688489296006,11167.883341957368,8,226.75,5,5.0,0,-131.75,0
23,16733665.0,36390224,100,90.0,t,t,t,47.64439,-122.32766,5,2.5,2.0,3.0,249.0,30.0,1125.0,4.94,4.97,4.97,5.0,5.0,4.9,4.84,f,1,5,3,t,f,2,39,2728,-0.94,1.11,0.17,1877.4119742011371,4512.962294982056,34,155.2941176470588,28,6.0,0,93.70588235294119,2
24,40863283.0,317871568,96,99.0,f,t,t,47.73504,-122.29564,2,1.0,1.0,1.0,81.0,1.0,28.0,4.94,4.94,5.0,4.94,5.0,5.0,4.94,f,3,5,2,f,t,1,57,1090,1.09,0.25,1.34,7242.835376168854,14815.483437519444,14,136.85714285714286,6,10.0,0,-55.85714285714286,0
25,5.803655444803835e+17,3436665,86,95.0,f,t,t,47.51075,-122.34122,4,1.0,1.0,1.0,107.0,2.0,1125.0,4.2,4.6,3.8,3.6,4.4,4.0,4.4,t,1,5,3,f,t,2,52,3752,-0.78,-1.56,-2.34,3159.2277585254324,10383.041974416992,7,152.1428571428571,0,4.0,0,-45.14285714285711,0
26,6.841603012380284e+17,451209387,100,88.0,f,t,t,47.55089,-122.23016,8,2.0,3.0,4.0,225.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,5,3,f,f,2,15,259,-0.21,-0.81,-1.02,6115.721600395753,9546.53735889202,2,311.0,0,10.0,0,-86.0,0
27,5.4430835834204026e+17,6865216,100,99.0,t,t,t,47.50904,-122.36056,4,1.0,2.0,3.0,117.0,1.3,1125.0,4.91,4.89,4.77,4.98,5.0,4.83,4.87,f,1,5,3,f,t,2,55,3468,1.73,-0.28,1.45,4606.353353915672,10786.20806103184,7,131.85714285714286,7,5.0,0,-14.857142857142861,0
28,14385126.0,7076008,100,97.0,t,t,t,47.64153,-122.27674,6,3.5,4.0,4.0,329.0,30.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,f,2,5,3,t,t,2,34,3456,-1.1,-0.07,-1.17,2806.094967238683,5799.346010839389,5,235.2,1,3.0,0,93.80000000000001,2
29,30499937.0,21374074,100,95.0,t,t,t,47.51148,-122.35976,4,1.0,2.0,2.0,158.0,2.1,1125.0,4.82,4.85,4.79,4.92,4.93,4.68,4.65,t,1,5,3,f,f,3,45,3007,-0.12,-1.98,-2.1,4481.781134880504,10508.316718071823,7,138.85714285714286,11,4.0,0,19.14285714285714,0
30,37011084.0,952510,100,100.0,t,t,t,47.7425,-122.29005,2,1.0,1.0,1.0,66.0,3.7,1125.0,4.8,4.93,4.67,4.98,4.95,4.92,4.9,t,1,5,2,f,f,2,26,4139,0.24,1.11,1.35,8129.5334277475295,15707.709788626657,15,111.73333333333332,0,3.0,0,-45.73333333333332,0
31,20915631.0,150314867,100,96.0,t,t,t,47.49612,-122.36631,6,1.0,1.0,3.0,150.0,4.0,1125.0,4.94,4.93,4.96,4.93,4.94,4.91,4.9,t,1,5,3,f,f,2,60,1914,-0.16,-1.88,-2.04,5557.504660596564,12282.486420935984,6,157.33333333333334,0,2.0,0,-7.333333333333343,0
32,6.689127301929934e+17,104834083,98,99.0,f,t,t,47.73634162563428,-122.34461794069514,9,1.5,3.0,6.0,240.0,2.2,30.5,5.0,4.75,4.75,5.0,5.0,5.0,4.75,t,46,5,3,f,f,2,37,2208,0.05,-0.6,-0.55,7380.274699222198,14773.425000120738,6,174.33333333333334,31,5.0,0,65.66666666666666,2
33,14404918.0,48180916,0,0.0,f,t,f,47.49553,-122.37122,2,2.0,1.0,1.0,85.0,1.0,7.0,4.96,5.0,5.0,5.0,5.0,4.91,4.95,t,1,1,2,f,t,2,27,2592,-1.01,1.11,0.1,5914.464955389581,12433.357910069419,5,163.6,1,1.0,0,-78.6,0
34,39060942.0,149757297,100,98.0,t,t,t,47.51234,-122.35925,4,1.0,2.0,2.0,104.0,3.0,1125.0,4.8,4.84,4.87,5.0,4.94,4.77,4.74,t,1,5,3,f,t,2,46,1918,-0.07,0.04,-0.03,4424.351197518327,10406.73544141078,9,122.77777777777776,25,4.0,0,-18.777777777777757,0
35,6606.0,14942,100,87.0,f,t,t,47.65444,-122.33629,1,1.0,1.0,1.0,99.0,30.0,1125.0,4.61,4.67,4.67,4.83,4.76,4.88,4.57,f,3,4,3,f,t,2,27,4975,-0.7,-1.98,-2.68,1997.4082885009163,5646.1799599267915,51,178.90196078431373,16,15.0,0,-79.90196078431373,0
36,9419.0,30559,100,97.0,t,t,t,47.55017,-122.31937,2,3.0,1.0,2.0,80.0,2.0,90.0,4.69,4.77,4.74,4.93,4.89,4.65,4.64,f,9,4,2,t,t,2,30,4870,-0.62,-1.56,-2.18,1632.130627366673,6020.245910117116,14,104.42857142857144,57,4.0,0,-24.428571428571445,0
37,9531.0,31481,100,71.0,t,t,t,47.55495,-122.38663,4,1.0,2.0,3.0,185.0,5.0,1125.0,4.95,4.98,4.97,4.98,4.95,4.98,4.89,f,2,3,3,t,t,2,58,4866,-0.93,0.79,-0.14,3627.5673359355096,6902.709726405659,26,164.69230769230768,13,6.0,0,20.30769230769232,0
38,9534.0,31481,100,71.0,t,t,t,47.55627,-122.38607,3,1.0,2.0,2.0,125.0,3.0,1125.0,4.99,4.98,4.98,5.0,4.98,4.95,4.94,f,2,3,3,t,t,2,55,4866,-0.92,0.25,-0.67,3578.9350198153315,6761.396093698449,30,172.36666666666667,56,6.0,0,-47.366666666666674,0
39,9596.0,14942,100,87.0,f,t,t,47.65608,-122.33602,4,1.0,1.0,4.0,130.0,30.0,200.0,4.56,4.55,4.5,4.8,4.66,4.91,4.56,f,3,4,3,t,t,2,29,4975,-0.83,-0.6,-1.43,1967.303254576392,5826.317684542436,43,171.5813953488372,18,13.0,0,-41.58139534883719,0
40,9909.0,33360,100,100.0,t,t,t,47.56612,-122.37273,4,1.0,2.0,2.0,275.0,25.4,1125.0,4.8,4.88,4.88,4.93,4.94,4.83,4.82,t,11,5,3,t,t,2,50,4856,-0.92,-0.28,-1.2,2764.4497930837574,5280.328763988015,24,166.875,11,7.0,0,108.125,2
41,11012.0,14942,100,87.0,f,t,t,47.65405,-122.33744,8,2.0,3.0,3.0,310.0,30.0,120.0,4.79,4.82,4.61,4.78,4.72,4.86,4.74,f,3,4,3,f,t,2,40,4975,-0.86,-0.6,-1.46,2087.967383634621,5610.850909238721,52,184.96153846153845,29,15.0,0,125.03846153846155,2
42,25002.0,102684,100,100.0,t,t,t,47.67947,-122.37196,4,1.0,1.0,2.0,95.0,2.0,1125.0,4.92,4.92,4.92,4.97,4.98,4.9,4.9,t,1,5,3,t,t,2,41,4634,1.8,0.36,2.16,1812.0835700793211,8979.647453196278,36,147.58333333333334,44,6.0,0,-52.58333333333334,0
43,30712.0,107605,100,67.0,f,t,f,47.67843,-122.38207,3,1.0,1.0,1.0,67.0,30.0,60.0,4.25,4.31,3.57,4.76,4.75,4.73,4.34,f,2,3,3,t,t,2,21,4624,-0.86,1.11,0.25,1799.8959033634867,9168.601999479859,31,138.74193548387095,39,7.0,0,-71.74193548387095,0
44,68508.0,340192,100,50.0,f,t,t,47.63815,-122.32344,4,1.0,2.0,2.0,165.0,7.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,3,3,t,t,2,49,4353,-1.12,1.11,-0.01,1505.7519123801114,3847.898222859046,59,198.0,49,15.0,0,-33.0,0
45,116221.0,587302,0,0.0,t,t,t,47.65474,-122.35546,2,1.0,1.0,1.0,75.0,90.0,365.0,4.74,4.87,4.89,4.61,4.68,4.91,4.52,f,1,1,3,f,t,2,40,4227,-1.0,1.11,0.11,1732.142905075138,5973.316630940581,62,198.12903225806448,64,14.0,0,-123.12903225806448,0
46,119103.0,601600,100,100.0,t,t,t,47.65244,-122.35108,3,1.0,1.0,2.0,90.0,3.0,30.0,4.94,4.95,4.82,4.98,4.98,4.97,4.9,f,2,5,3,t,t,2,23,4223,0.57,0.79,1.36,1971.641452575623,5630.522106363087,60,204.6,168,17.0,1,-114.6,0
47,132120.0,378445,0,0.0,f,t,t,47.66938,-122.33516,4,1.0,1.0,1.0,75.0,30.0,30.0,4.68,4.84,4.66,4.96,4.84,4.96,4.75,f,1,1,3,t,t,2,14,4325,-0.73,1.11,0.38,1279.2756014351855,7297.89105555593,28,196.32142857142856,24,6.0,0,-121.32142857142856,0
48,132160.0,558743,100,100.0,t,t,t,47.68205,-122.34275,6,1.0,2.0,3.0,177.0,3.1,1125.0,4.85,4.91,4.89,4.95,4.93,4.93,4.76,f,3,5,3,t,t,3,50,4236,0.09,-0.39,-0.3,1498.9703875852347,8748.630254245267,23,229.08695652173913,46,3.0,0,-52.086956521739125,0
49,151545.0,306615,100,86.0,f,t,t,47.65062,-122.32008,6,1.5,3.0,3.0,299.0,75.0,270.0,4.93,4.78,4.67,5.0,5.0,4.93,4.8,f,3,4,3,t,f,2,53,4391,-1.0,1.11,0.11,990.3009100384792,5255.846887928654,8,163.5,60,9.0,0,135.5,2
50,170273.0,804996,100,100.0,f,t,t,47.62734,-122.35793,6,2.5,3.0,5.0,404.0,2.3,1125.0,4.98,4.94,4.97,4.99,4.96,4.94,4.89,f,1,5,3,t,t,2,23,4169,-0.21,-0.28,-0.49,1619.0996010038132,3349.7136592085335,42,250.40476190476187,112,19.0,0,153.59523809523813,2
51,210316.0,2438665,0,100.0,f,t,t,47.70085,-122.367,2,4.0,1.0,1.0,60.0,30.0,365.0,4.76,4.69,4.85,4.95,4.87,4.56,4.74,t,4,1,2,t,t,2,47,3853,-0.81,1.11,0.3,3589.8239036881973,11138.01851168874,15,126.06666666666666,40,12.0,0,-66.06666666666666,0
52,219532.0,1037115,100,75.0,f,t,t,47.65589,-122.36055,4,1.5,3.0,4.0,300.0,33.1,1107.6,4.65,4.75,4.7,4.89,4.86,4.69,4.6,f,1,4,3,t,f,2,45,4119,-0.82,1.11,0.29,1707.1169278003329,6225.030933146065,44,174.11363636363637,15,8.0,0,125.88636363636363,2
53,226536.0,209571,100,92.0,t,t,t,47.66133,-122.40088,2,1.0,1.0,1.0,83.0,1.0,21.0,4.81,4.74,4.79,4.95,4.95,4.88,4.82,f,2,5,2,t,t,3,27,4492,-0.09,1.11,1.02,450.79927009416895,8318.295293947078,12,138.66666666666663,24,17.0,0,-55.66666666666663,0
54,226677.0,30559,100,97.0,t,t,t,47.55062,-122.31827,2,3.0,1.0,1.0,66.0,2.0,280.0,4.8,4.8,4.84,4.83,4.88,4.79,4.81,f,9,4,2,t,t,2,31,4870,-0.32,1.11,0.79,1683.9036045775,5982.377384152881,13,91.46153846153847,58,5.0,0,-25.461538461538467,0
55,241016.0,956883,100,72.0,f,t,t,47.6411,-122.37446,4,1.0,3.0,3.0,324.0,3.6,28.0,4.77,4.85,4.77,4.95,4.92,4.73,4.72,f,3,4,3,t,t,2,23,4138,-0.61,1.11,0.5,3138.169087935208,5320.407887855813,26,194.69230769230768,16,14.0,0,129.30769230769232,2
56,241032.0,956883,100,72.0,f,t,t,47.63626,-122.37083,2,1.0,1.0,1.0,116.0,4.7,365.0,4.74,4.81,4.79,4.89,4.88,4.6,4.79,f,3,4,3,t,t,2,24,4138,-0.01,1.11,1.1,2752.3991028785485,4731.899974881645,52,287.59615384615387,21,17.0,0,-171.59615384615387,0
57,254340.0,1336214,0,0.0,f,t,t,47.67632,-122.36019,2,1.0,1.0,1.0,95.0,30.0,180.0,4.91,4.92,4.97,4.99,4.98,4.88,4.92,f,1,1,3,f,t,2,34,4062,-0.58,1.11,0.53,912.9077577079457,8371.375428367022,31,174.9032258064516,52,8.0,0,-79.90322580645159,0
58,260613.0,1387754,100,100.0,t,t,t,47.687,-122.36697,2,1.0,1.0,1.0,150.0,3.0,1125.0,4.9,4.94,5.0,4.85,4.93,4.87,4.72,t,1,5,3,t,t,3,19,4048,-0.79,-1.77,-2.56,2178.030837457088,9653.758043719501,16,151.1875,13,9.0,0,-1.1875,0
59,261912.0,558743,100,100.0,t,t,t,47.683232468231424,-122.3418099210691,4,1.0,2.0,2.0,198.0,3.1,1125.0,4.79,4.79,4.82,4.93,4.93,4.89,4.82,f,3,5,3,t,t,3,46,4236,-1.05,-0.81,-1.86,1648.1905892097154,8872.02339287975,23,232.5217391304348,82,7.0,0,-34.52173913043481,0
60,278830.0,1452570,100,86.0,f,t,t,47.6341,-122.37296,6,2.0,3.0,3.0,450.0,12.4,175.8,4.67,4.65,4.74,4.91,4.88,4.56,4.48,f,4,5,3,t,f,2,60,4028,-0.83,1.11,0.28,2834.9816915725055,4660.930007751887,29,265.8965517241379,19,14.0,0,184.1034482758621,2
61,284087.0,721070,100,100.0,t,t,t,47.6121,-122.33,6,1.0,2.0,3.0,168.0,3.0,1125.0,4.81,4.9,4.82,4.82,4.89,4.9,4.73,t,1,5,3,t,f,2,48,4190,-0.08,0.47,0.39,843.1796192634692,919.2592346580191,101,196.3465346534653,400,42.0,3,-28.346534653465312,0
62,303277.0,1204187,100,96.0,t,t,t,47.64424,-122.32397,2,1.0,2.0,2.0,150.0,30.0,1125.0,4.83,4.83,4.92,4.83,4.83,5.0,4.75,f,1,5,3,f,f,2,51,4094,-1.12,-0.71,-1.83,1703.8404261348971,4515.947520843678,51,182.41176470588235,39,14.0,0,-32.41176470588235,0
63,338091.0,1717589,94,22.0,f,t,t,47.61965,-122.32374,3,1.0,1.0,1.0,420.0,1.0,365.0,4.63,4.75,4.26,4.74,4.85,4.88,4.39,f,2,4,3,t,t,2,64,3958,-0.71,-2.09,-2.8,1315.6918858092847,1821.7760465318688,97,150.5360824742268,374,28.0,1,269.46391752577324,2
64,353110.0,1788284,100,100.0,t,t,t,47.58037,-122.39163,5,1.0,1.0,1.0,124.0,30.0,1084.4,4.77,4.81,4.82,4.93,4.85,4.93,4.76,t,1,5,3,f,t,3,51,3944,-0.85,0.15,-0.7,4674.535636648931,5314.830125042025,15,146.86666666666667,45,18.0,0,-22.866666666666674,0
65,356248.0,306615,100,86.0,f,t,t,47.65047,-122.32022,2,1.0,2.0,2.0,179.0,75.0,365.0,4.89,4.96,4.89,5.0,5.0,4.92,4.62,f,3,4,3,f,f,2,50,4391,-0.99,1.11,0.12,1008.9881145418934,5237.844387421562,8,163.5,58,9.0,0,15.5,0
66,356608.0,1787819,91,97.0,f,t,t,47.61401,-122.32235,5,2.0,2.0,2.0,224.0,3.0,1125.0,4.83,4.89,4.87,4.93,4.91,4.82,4.76,t,3,5,3,t,t,2,36,3944,-0.49,-0.39,-0.88,1232.591623362146,1271.517056864388,54,190.64814814814812,534,38.0,0,33.351851851851876,2
67,365550.0,1025723,100,98.0,t,t,t,47.60002,-122.32742,2,1.0,1.0,1.0,112.0,3.0,21.0,4.74,4.82,4.87,4.92,4.94,4.62,4.7,f,2,5,2,t,t,2,39,4122,1.78,-0.17,1.61,401.7222143407319,468.0920293393141,40,152.425,440,53.0,3,-40.42500000000001,0
68,368403.0,4186078,100,100.0,f,t,t,47.68528,-122.33125,16,3.0,6.0,7.0,457.0,3.7,1125.0,4.91,4.82,4.89,4.82,4.89,4.98,4.55,f,1,5,3,t,t,2,37,3673,-0.98,-0.49,-1.47,2300.1859580880923,9056.09476370074,19,205.26315789473685,62,15.0,0,251.73684210526315,1
69,370361.0,1865986,100,92.0,t,t,t,47.68271,-122.35768,2,1.0,1.0,1.0,126.0,3.0,1125.0,4.95,4.92,4.91,4.97,4.98,4.95,4.9,f,2,5,2,t,t,2,35,3931,-0.1,-1.02,-1.12,1455.907191390048,9012.085237482428,30,177.83333333333334,58,8.0,0,-51.83333333333334,0
70,387078.0,1121532,100,52.0,f,t,t,47.62361,-122.32577,2,1.0,1.0,1.0,157.0,30.0,365.0,4.78,4.79,4.85,4.79,4.84,4.93,4.64,f,11,4,3,t,t,2,30,4111,-0.43,-1.02,-1.45,926.104272687624,2222.5110255986,70,167.52857142857144,208,18.0,0,-10.52857142857144,0
71,392140.0,3313235,100,82.0,t,t,t,47.58576,-122.31581,2,1.0,1.0,1.0,81.0,3.0,7.0,4.89,4.87,4.82,4.9,4.93,4.77,4.78,f,2,4,2,t,f,2,19,3763,-0.0,0.47,0.47,2121.9966703715363,2277.317525291641,38,191.3684210526316,10,5.0,0,-110.36842105263159,0
72,392779.0,437055,100,89.0,t,t,f,47.57389,-122.31428,4,1.0,2.0,2.0,150.0,3.0,745.6,4.8,4.86,4.84,4.82,4.81,4.68,4.66,f,1,3,3,t,t,2,31,4290,-0.48,-0.6,-1.08,2615.0702904658506,3534.342418157783,17,148.05882352941177,39,7.0,0,1.941176470588232,0
73,421168.0,2094547,100,97.0,t,t,t,47.70021,-122.35106,2,1.0,1.0,1.0,103.0,2.0,7.0,4.86,4.93,4.94,4.96,4.94,4.74,4.87,f,1,4,2,t,t,2,31,3897,0.44,-0.71,-0.27,3342.285657567812,10831.12900964082,26,139.15384615384616,12,4.0,0,-36.15384615384616,0
74,430610.0,165390,100,99.0,t,t,t,47.65356,-122.33952,7,3.0,3.0,3.0,358.0,6.0,1124.0,4.88,4.91,4.82,4.89,4.95,4.9,4.75,f,4,4,3,t,t,2,34,4532,-0.68,-0.49,-1.17,2075.192806704983,5574.4123140259735,52,184.88461538461536,51,14.0,0,173.11538461538464,2
75,447523.0,2222321,100,83.0,f,t,t,47.68387,-122.29024,2,1.0,1.0,1.0,61.0,3.0,30.0,4.78,4.8,4.74,4.91,4.86,4.75,4.74,f,1,5,2,t,t,2,25,3880,-0.36,1.11,0.75,2071.816294166123,9388.448810081329,8,129.625,26,11.0,0,-68.625,0
76,461234.0,1870781,100,89.0,t,t,t,47.68444,-122.37338,2,1.0,1.0,1.0,99.0,4.0,1125.0,4.85,4.88,4.91,4.94,4.95,4.86,4.87,f,1,4,3,t,t,2,29,3930,0.13,0.04,0.17,2249.775576517128,9534.97529997876,27,164.07407407407408,7,4.0,0,-65.07407407407408,0
77,475361.0,2342082,100,50.0,f,t,t,47.71652,-122.29126,1,1.0,1.0,1.0,77.0,30.0,180.0,4.81,4.79,4.91,4.96,4.89,4.57,4.8,f,1,4,2,f,t,2,30,3865,-0.73,1.11,0.38,5289.632895123406,12863.594446358396,8,136.0,60,17.0,0,-59.0,0
78,490076.0,3921530,100,92.0,t,t,t,47.65617,-122.35262,2,1.0,1.0,1.0,114.0,4.0,17.0,4.7,4.78,4.69,4.74,4.85,4.85,4.74,f,3,5,2,t,t,2,36,3703,0.75,-0.81,-0.06,1555.6636879378607,6061.039723526362,74,200.71621621621625,45,14.0,0,-86.71621621621625,0
79,491958.0,2431399,100,97.0,t,t,f,47.56007,-122.27873,4,1.0,1.0,1.0,79.0,2.0,30.0,4.83,4.86,4.94,4.96,4.9,4.73,4.87,f,1,5,3,t,t,2,23,3854,0.4,0.57,0.97,4513.1731774384725,6211.683720953356,23,147.4782608695652,10,2.0,0,-68.47826086956519,0
80,493591.0,2438665,0,100.0,f,t,t,47.7019,-122.36781,2,1.0,1.0,1.0,70.0,30.0,180.0,4.81,4.75,4.81,4.88,4.87,4.7,4.77,t,4,1,2,t,t,2,43,3853,-0.47,-0.6,-1.07,3719.7378041329343,11266.274084145543,15,121.13333333333334,40,16.0,0,-51.13333333333334,0
81,544433.0,2612779,100,0.0,f,t,t,47.61957,-122.35655,2,1.0,1.0,1.0,95.0,30.0,365.0,4.83,4.88,4.93,4.93,4.9,4.85,4.79,f,1,3,3,f,t,2,24,3832,0.52,-1.88,-1.36,1618.94190362996,2650.9750747606804,26,144.53846153846155,227,15.0,0,-49.53846153846155,0
82,552325.0,306615,100,86.0,f,t,t,47.65043,-122.32021,4,1.0,2.0,2.0,229.0,59.9,360.0,4.7,4.73,4.39,4.94,4.97,4.94,4.67,f,3,4,3,f,f,2,56,4391,-1.02,0.47,-0.55,1011.2339498034964,5233.547993144521,9,178.11111111111111,58,9.0,0,50.888888888888886,2
