OID_,id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,response_time_num,type_num,license_tf,host_location_tf,host_verifications_num,amenities_num,host_duration,pop_past,pop_future,popularity,dist_attractions,dist_city,airbnb_count,average_price,poi_count,transport_count,hotel_count,relative_price,cluster_id
4070,5.805867850001513e+17,2085932,100,91.0,f,t,t,47.57395,-122.40515,4,1.0,1.0,2.0,160.0,4.0,365.0,5.0,4.89,5.0,4.67,4.89,4.89,4.89,f,1,5,3,t,f,1,51,3898,-0.38,-0.49,-0.87,5353.902038589452,6552.571610680261,21,217.1904761904762,4,8.0,0,-57.190476190476204,0
4071,5.811267638590889e+17,10833493,83,44.0,f,t,t,47.68955,-122.36296,4,1.0,2.0,1.0,200.0,4.1,30.0,5.0,5.0,4.83,5.0,5.0,5.0,4.83,f,1,3,3,t,t,3,55,3270,-0.57,1.0,0.43,2303.6348083033527,9845.721878076878,13,173.3846153846154,28,9.0,0,26.615384615384613,2
4072,5.812370949063209e+17,99259012,100,100.0,t,t,f,47.659164,-122.353409,2,1.0,1.0,1.0,142.0,1.0,1125.0,5.0,4.96,4.96,5.0,4.93,4.96,4.89,f,1,5,3,t,t,2,49,2250,1.57,1.11,2.68,1226.0099931371913,6397.31111245559,68,209.98529411764707,33,12.0,0,-67.98529411764707,0
4073,5.8127503241183e+17,230573073,100,90.0,f,f,t,47.50155,-122.24087,8,2.5,4.0,4.0,500.0,3.0,30.0,5.0,5.0,5.0,5.0,4.86,4.86,5.0,f,1,3,3,f,t,2,70,1457,-0.07,-0.81,-0.88,2152.883343520942,13205.620988643444,7,212.8571428571429,0,2.0,0,287.1428571428571,1
4074,5.813845433483167e+17,268194768,100,95.0,f,t,t,47.53496,-122.35753,8,2.0,3.0,5.0,167.0,2.0,1125.0,4.9,5.0,4.8,5.0,4.9,4.6,4.7,t,1,5,3,t,f,2,67,1276,0.5,1.0,1.5,2841.4151630090105,7931.358922632668,24,121.20833333333331,5,15.0,0,45.791666666666686,0
4075,5.818348779190061e+17,398317720,100,98.0,t,t,f,47.66111,-122.34718,6,2.0,2.0,3.0,257.0,1.8,12.0,4.89,4.97,4.92,4.95,4.97,4.95,4.76,f,36,5,3,t,t,2,34,595,1.77,-0.28,1.49,1073.1792687543295,6496.981926524552,82,192.26829268292684,62,15.0,0,64.73170731707316,2
4076,5.81911734000141e+17,38770752,100,100.0,t,t,f,47.63817,-122.37358,4,1.0,2.0,2.0,150.0,2.3,1125.0,5.0,4.93,4.93,4.87,5.0,5.0,4.6,f,1,5,3,t,t,2,61,2702,0.63,-0.6,0.03,3021.7981114485524,5027.5894802808325,44,280.3181818181818,23,13.0,0,-130.3181818181818,0
4077,5.826234507884718e+17,421964201,100,100.0,t,t,t,47.602936,-122.304077,4,1.0,2.0,2.0,227.0,5.0,1125.0,4.96,5.0,5.0,5.0,5.0,4.96,5.0,t,1,5,3,t,t,1,58,458,1.71,0.89,2.6,2022.675052320776,1956.4943675781417,44,202.75,50,20.0,0,24.25,2
4078,5.826362741506861e+17,314324381,100,95.0,f,t,t,47.61593,-122.3145,2,1.0,0.0,1.0,164.0,4.7,1125.0,4.38,4.92,4.77,4.54,5.0,4.92,4.38,f,21,5,3,t,t,2,30,1102,-0.08,-0.71,-0.79,1766.0762940942286,1782.7635849326512,69,203.88405797101447,351,32.0,0,-39.88405797101447,0
4079,5.827219301333212e+17,104834083,98,99.0,f,t,t,47.60229,-122.30925,8,3.0,3.0,5.0,384.0,2.1,121.8,4.67,4.58,4.42,4.25,4.33,4.58,4.5,t,46,5,3,t,f,2,32,2208,0.05,-1.77,-1.72,1644.9513967027183,1574.3431262509228,66,201.16666666666663,46,17.0,0,182.83333333333337,2
4080,5.827800255248795e+17,87664227,100,76.0,t,t,t,47.66188,-122.32268,6,3.0,3.0,4.0,385.0,2.4,365.0,4.94,4.81,5.0,4.69,4.94,4.81,4.69,f,1,5,3,t,f,3,52,2319,0.42,0.36,0.78,1151.9873380049191,6477.750571600653,35,156.1428571428571,83,20.0,0,228.8571428571429,2
4081,5.828078075726312e+17,26231999,100,44.0,f,t,t,47.63731,-122.40981,2,1.0,1.0,1.0,175.0,30.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,4,3,f,t,3,20,2883,-0.93,1.11,0.18,3179.4569233073444,7056.29713472698,2,187.5,6,9.0,0,-12.5,0
4082,5.828601934236882e+17,123468144,100,100.0,f,t,t,47.51372,-122.27241,4,1.0,1.0,1.0,104.0,1.0,1125.0,4.89,4.89,5.0,5.0,5.0,4.78,4.78,t,13,5,3,t,t,2,66,2080,-0.48,0.15,-0.33,1858.0602159494076,10917.985444008744,9,110.11111111111111,7,6.0,0,-6.111111111111114,0
4083,5.832717441995772e+17,142348751,100,100.0,f,t,t,47.6798,-122.39638,2,1.0,1.0,1.0,112.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,5,3,t,t,2,45,1963,0.15,1.11,1.26,718.4534015297418,9806.783323268102,21,236.90476190476187,6,10.0,0,-124.90476190476187,0
4084,5.835388894841285e+17,51856061,100,92.0,f,t,t,47.67044,-122.35593,4,1.0,2.0,2.0,150.0,26.1,365.0,4.83,4.83,5.0,5.0,5.0,5.0,4.83,f,1,5,3,t,t,2,51,2546,-0.45,0.89,0.44,285.2108784696469,7656.5605202825855,19,164.31578947368422,123,8.0,0,-14.31578947368422,0
4085,5.84046465089407e+17,386420269,100,100.0,t,t,t,47.61431,-122.34658,6,1.0,2.0,2.0,246.0,2.1,1125.0,4.93,4.9,4.79,4.9,4.97,5.0,4.83,f,16,5,3,t,t,2,60,680,1.1,-0.81,0.29,679.6811720460479,1702.8103410555643,230,203.3217391304348,359,21.0,3,42.67826086956521,2
4086,5.840536875139291e+17,432527532,99,99.0,f,t,t,47.66499,-122.30757,2,1.0,0.0,1.0,96.0,1.0,365.0,4.5,4.56,4.44,4.44,4.78,4.72,4.39,t,13,5,3,t,f,2,21,386,0.3,-0.81,-0.51,639.7115518743466,7006.672045146329,60,133.06666666666666,85,21.0,0,-37.06666666666666,0
4087,5.841022085729661e+17,123468144,100,100.0,f,t,t,47.664051,-122.306206,2,1.0,1.0,1.0,84.0,1.0,1125.0,4.88,4.75,4.88,4.88,4.88,4.63,4.63,t,13,5,3,t,t,2,49,2080,-0.54,0.68,0.14,726.0330219347701,6931.207961762848,46,127.54347826086956,35,17.0,0,-43.54347826086956,0
4088,5.843191614366441e+17,25319995,100,43.0,f,t,t,47.63014,-122.31287,2,1.0,1.0,1.0,130.0,30.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,5,3,f,t,2,37,2903,-1.07,1.11,0.04,1787.171174990238,3197.7991935084087,17,294.0,27,13.0,0,-164.0,0
4089,5.847533494554685e+17,450035777,100,100.0,f,t,t,47.50128,-122.26326,4,1.0,2.0,3.0,167.0,5.0,1125.0,4.5,5.0,4.5,5.0,5.0,5.0,5.0,t,1,4,3,t,f,2,32,267,-0.98,1.11,0.13,3073.9239011025484,12461.340913362816,5,104.8,0,3.0,0,62.2,2
4090,5.847727609033952e+17,92742089,97,100.0,t,t,t,47.6797,-122.31765,6,2.0,3.0,3.0,416.0,1.3,1125.0,4.96,4.96,4.91,4.96,4.96,5.0,4.78,t,7,5,3,t,t,3,54,2291,0.86,1.11,1.97,1181.1375210912468,8486.64961959438,17,182.8823529411765,103,19.0,0,233.1176470588235,2
4091,5.851042180515601e+17,44877097,100,96.0,f,t,f,47.67167,-122.38612,5,2.0,2.0,3.0,270.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,4.92,f,1,5,3,t,f,2,49,2635,0.38,0.57,0.95,1154.3173977300366,8639.094990665228,52,194.03846153846155,214,9.0,0,75.96153846153845,2
4092,5.855515898949073e+17,4656446,100,99.0,t,t,t,47.702755,-122.359543,6,1.5,3.0,3.0,222.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,6,5,3,t,f,2,42,3620,-1.0,-1.98,-2.98,3666.4344784736545,11219.369984233195,17,156.7058823529412,58,17.0,0,65.29411764705881,2
4093,5.858242428779681e+17,1337678,100,100.0,f,t,t,47.5779860687726,-122.40818198887568,5,1.5,3.0,2.0,199.0,2.0,1125.0,5.0,4.83,5.0,5.0,5.0,5.0,4.67,f,1,4,3,t,t,2,11,4062,-0.02,1.11,1.09,5734.991768971551,6540.734692676984,31,215.67741935483872,76,17.0,0,-16.67741935483872,0
4094,5.861160243984617e+17,4161509,100,100.0,f,t,t,47.61717767150522,-122.31858563704112,4,2.0,2.0,2.0,272.0,2.0,1117.4,5.0,5.0,5.0,5.0,5.0,4.94,4.89,f,1,5,3,t,t,3,50,3676,2.61,0.25,2.86,1681.593942916575,1716.4415803391128,112,180.26785714285717,537,28.0,0,91.73214285714283,2
4095,5.861834433553705e+17,3974279,100,100.0,t,t,t,47.66091,-122.33936,3,1.0,1.0,2.0,166.0,2.1,1125.0,4.86,4.89,4.97,4.92,5.0,4.95,4.84,t,2,5,3,t,t,3,47,3697,1.82,-0.17,1.65,1407.425186509048,6384.457926087581,43,187.2558139534884,119,13.0,0,-21.2558139534884,0
4096,5.862701638423633e+17,110371594,100,100.0,f,t,t,47.60317,-122.32186,3,1.0,1.0,1.0,133.0,4.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,5,3,t,t,3,76,2162,-0.86,-0.07,-0.93,694.5005433401179,621.1300360869129,42,161.78571428571428,95,32.0,0,-28.785714285714278,0
4097,5.863114621955366e+17,78465423,100,100.0,f,t,t,47.50990443265142,-122.2612993669886,2,1.0,1.0,1.0,114.0,3.0,1125.0,4.89,5.0,5.0,5.0,5.0,4.67,4.89,f,1,5,3,t,t,2,54,2365,1.05,0.57,1.62,2776.599236081077,11655.039820527463,13,145.6153846153846,7,7.0,0,-31.615384615384613,0
4098,5.863795480589431e+17,450366191,100,98.0,t,t,f,47.59387,-122.30623,2,1.0,0.0,1.0,117.0,1.3,13.0,4.88,4.92,4.84,4.95,4.95,4.81,4.89,f,1,5,3,t,t,2,26,265,4.15,-0.49,3.66,2130.430304377343,2106.8546673248775,31,162.8709677419355,35,11.0,0,-45.87096774193549,0
4099,5.867655105173748e+17,13700761,100,100.0,f,t,t,47.62466,-122.30306,4,1.0,2.0,2.0,246.0,1.0,1125.0,5.0,4.92,5.0,5.0,4.92,4.92,4.69,t,2,5,3,t,t,3,57,3176,0.07,1.11,1.18,2530.4641623039497,3079.517164116875,49,219.44897959183675,30,17.0,0,26.551020408163254,2
4100,5.869899446931191e+17,23165254,100,98.0,f,t,t,47.63577,-122.34299,8,1.0,2.0,4.0,148.0,1.0,365.0,4.46,4.69,4.62,4.69,4.54,4.69,4.38,t,10,5,3,t,t,3,24,2962,0.49,-1.45,-0.96,1013.0294949645472,3681.532384330759,31,225.70967741935485,30,25.0,0,-77.70967741935485,0
4101,5.87159603999714e+17,450537528,100,100.0,f,t,f,47.62345,-122.31375,5,2.0,3.0,3.0,285.0,15.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,f,1,5,3,t,f,1,22,264,-0.89,1.0,0.11,1770.4864003341359,2502.288939729036,78,224.57692307692304,115,16.0,0,60.42307692307696,2
4102,5.876882519133083e+17,40306585,100,100.0,t,t,t,47.530495,-122.34832,6,2.0,3.0,4.0,224.0,5.7,1125.0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,f,3,5,3,t,t,2,53,2686,0.5,0.68,1.18,3042.257703046883,8268.692657122878,8,98.125,6,5.0,0,125.875,2
4103,5.878459186680283e+17,314324381,100,95.0,f,t,t,47.63957,-122.32353,9,2.5,4.0,6.0,490.0,4.6,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,21,5,3,t,t,2,50,1102,-0.3,-1.24,-1.54,1625.3167662255369,4003.6678046621473,64,182.296875,50,16.0,0,307.703125,1
4104,5.878581535057132e+17,299301044,100,100.0,f,t,t,47.63608,-122.30667,4,1.5,2.0,2.0,220.0,3.0,1125.0,5.0,4.92,5.0,4.92,5.0,5.0,4.92,t,1,5,3,t,t,1,49,1165,0.16,0.47,0.63,2198.9327908815367,3993.399786660988,12,275.9166666666667,6,6.0,0,-55.916666666666686,0
4105,5.878919132352259e+17,104834083,98,99.0,f,t,t,47.72953,-122.34145,7,2.0,3.0,4.0,247.0,2.1,207.5,4.5,5.0,4.5,5.0,5.0,4.5,5.0,t,46,5,3,t,f,2,35,2208,-0.83,-1.98,-2.81,6649.933126575212,14001.721746126062,6,194.83333333333331,21,2.0,0,52.166666666666686,2
4106,5.879522249592372e+17,37580299,100,93.0,f,t,f,47.651403901359295,-122.38341188786016,6,2.0,3.0,3.0,258.0,3.8,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,5,3,t,t,2,68,2714,-0.01,-1.34,-1.35,1812.8222190703573,6637.324017634176,17,192.64705882352945,12,13.0,0,65.35294117647055,2
4107,5.879599249090747e+17,104834083,98,99.0,f,t,t,47.61384,-122.34724,4,1.0,1.0,2.0,179.0,2.2,60.7,4.42,4.68,4.68,4.42,4.32,4.95,4.53,t,46,5,3,t,f,2,34,2208,0.42,-1.02,-0.6,673.1823412206483,1704.7811317247474,214,208.40654205607476,329,14.0,3,-29.406542056074755,0
4108,5.879923719314711e+17,407735842,99,74.0,f,t,t,47.66447,-122.31944,12,3.0,7.0,7.0,285.0,30.0,365.0,5.0,5.0,4.0,5.0,4.5,4.5,4.5,f,13,5,3,f,f,1,18,540,-0.97,-2.09,-3.06,1004.905214294096,6789.009243729999,42,160.02380952380952,131,18.0,1,124.97619047619048,2
4109,5.882269838916859e+17,107434423,100,97.0,f,t,t,47.5794979,-122.3005749,2,1.0,1.0,1.0,145.0,706.8,1125.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,t,369,5,3,f,f,3,26,2184,-0.89,1.11,0.22,3414.5282248604435,3498.3599069046486,22,148.77272727272728,17,12.0,0,-3.7727272727272805,0
4110,5.88938693522997e+17,107434423,100,97.0,f,t,t,47.5794979,-122.3005749,2,1.0,1.0,1.0,128.0,710.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,369,5,3,f,f,3,26,2184,-0.97,-0.6,-1.57,3414.5282248604435,3498.3599069046486,22,148.77272727272728,17,12.0,0,-20.77272727272728,0
4111,5.889743951913574e+17,13936276,100,100.0,t,t,t,47.59061,-122.38257,4,1.0,2.0,3.0,222.0,2.0,1125.0,4.97,4.97,5.0,5.0,5.0,5.0,4.87,t,1,5,3,t,t,2,50,3170,1.47,-0.39,1.08,3470.9257429748354,4213.5921330052815,6,243.5,31,14.0,0,-21.5,0
4112,5.890738932430433e+17,432527532,99,99.0,f,t,t,47.66338,-122.30716,2,1.0,0.0,1.0,115.0,1.0,365.0,4.25,4.5,4.33,4.83,4.92,4.67,3.92,t,13,5,3,t,f,2,21,386,0.05,-0.92,-0.87,660.2870791217001,6840.783234777136,57,124.6140350877193,112,22.0,1,-9.614035087719301,0
4113,5.89166332071066e+17,88566861,100,99.0,f,t,t,47.61006,-122.34089,4,1.0,1.0,2.0,256.0,1.8,280.0,4.43,4.77,4.67,4.73,4.73,5.0,4.57,t,5,5,3,f,f,3,31,2315,1.31,-1.02,0.29,61.44975800230728,1068.7962668348323,150,233.12666666666664,681,39.0,7,22.873333333333363,2
4114,5.891837068791288e+17,19048175,100,100.0,f,t,f,47.60686,-122.28636,4,1.0,2.0,2.0,275.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,4,3,t,t,2,54,3056,-0.39,1.11,0.72,3356.842736522666,3303.271835568775,8,219.75,30,12.0,0,55.25,2
4115,5.89216435244884e+17,439304067,100,100.0,f,t,t,47.64039,-122.34511,4,2.0,2.0,2.0,300.0,1.6,29.0,5.0,5.0,5.0,5.0,4.6,5.0,4.4,t,1,5,3,t,t,2,42,337,-0.54,-1.56,-2.1,1543.0851262221984,4219.072899680201,23,271.2608695652174,12,20.0,0,28.739130434782624,2
4116,5.896952224132248e+17,7881708,100,94.0,f,t,t,47.50992,-122.25152,4,1.5,2.0,2.0,168.0,1.4,1125.0,4.85,4.9,4.8,4.95,4.95,4.85,4.7,f,1,5,3,t,f,3,55,3417,0.64,-1.02,-0.38,3364.621824968755,11998.483595153792,12,203.83333333333331,2,6.0,0,-35.833333333333314,0
4117,5.89951756691924e+17,28420265,100,100.0,t,t,t,47.53638,-122.28969,12,3.0,6.0,6.0,254.0,30.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,25,5,3,t,t,2,33,2843,0.2,-0.92,-0.72,2011.3118245361056,8091.327188499642,9,184.77777777777777,23,1.0,0,69.22222222222223,2
4118,5.904851553671085e+17,432675332,100,100.0,t,t,t,47.6371,-122.34322,4,1.0,1.0,3.0,200.0,2.3,1125.0,4.85,5.0,5.0,4.8,5.0,4.85,4.7,t,5,5,3,f,f,2,48,385,2.23,0.04,2.27,1151.8955562935814,3828.7870578776137,37,234.75675675675677,21,20.0,0,-34.75675675675677,0
4119,5.905107647702668e+17,259411183,100,97.0,f,t,t,47.61925429367001,-122.31490075221105,8,3.0,3.0,4.0,340.0,3.3,365.0,5.0,4.92,5.0,4.92,4.92,5.0,5.0,f,1,4,3,t,f,2,60,1317,1.09,0.15,1.24,1875.8768163493012,2058.9956843657806,107,193.73831775700933,317,24.0,0,146.26168224299067,2
4120,5.905409744736118e+17,3074414,94,95.0,f,t,t,47.66276,-122.31492,2,1.0,0.0,2.0,120.0,30.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,115,4,3,f,t,2,28,3787,-1.07,-2.09,-3.16,821.2261120521406,6649.881942328692,70,125.08571428571427,267,33.0,1,-5.085714285714275,0
4121,5.912952701353894e+17,73668714,100,100.0,f,t,t,47.57969,-122.37709,5,1.0,2.0,2.0,245.0,2.0,1125.0,4.57,4.57,5.0,5.0,4.86,4.36,4.29,t,1,5,3,t,f,2,28,2390,0.02,-0.81,-0.79,3841.6228841732495,4440.23952400446,9,161.55555555555554,3,10.0,0,83.44444444444446,2
4122,5.914763863941507e+17,451414528,100,100.0,t,t,t,47.661003,-122.338234,3,1.0,1.0,1.0,154.0,1.0,1119.9,4.96,5.0,4.96,4.92,4.96,4.96,4.88,t,1,5,3,t,t,2,68,258,0.95,0.68,1.63,1459.2400729920275,6386.042775539551,45,176.66666666666663,126,12.0,0,-22.66666666666663,0
4123,5.919420235132566e+17,398317720,100,98.0,t,t,f,47.58532,-122.31409,6,2.5,3.0,3.0,252.0,1.8,12.0,4.98,5.0,4.94,5.0,5.0,4.83,4.91,f,36,5,3,t,t,2,48,595,2.71,0.04,2.75,2242.550266746316,2383.1095686083063,42,199.80952380952377,8,4.0,0,52.19047619047623,2
4124,5.922004001499978e+17,386420269,100,100.0,t,t,t,47.61529,-122.34731,6,1.0,2.0,3.0,246.0,2.1,1125.0,4.9,5.0,4.9,4.95,5.0,5.0,4.9,f,16,5,3,t,t,2,59,680,0.86,-1.45,-0.59,799.5870869377117,1817.860150222012,216,201.67592592592592,330,25.0,3,44.324074074074076,2
4125,5.922004482395296e+17,386420269,100,100.0,t,t,t,47.6144,-122.34918,4,1.0,1.0,2.0,213.0,2.1,1125.0,4.95,4.95,4.9,4.76,5.0,5.0,4.86,f,16,5,3,t,t,2,59,680,0.6,-0.81,-0.21,821.9160027547879,1856.5446277735027,176,212.9034090909091,297,14.0,2,0.09659090909090651,0
4126,5.925343890475855e+17,107434423,100,97.0,f,t,t,47.578677899999995,-122.300588,4,2.0,2.0,2.0,182.0,710.0,1125.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,t,369,5,3,f,f,3,26,2184,-0.78,0.15,-0.63,3477.0720312979547,3568.734348181652,21,130.4285714285714,14,10.0,0,51.57142857142861,2
4127,5.926561770387492e+17,398317720,100,98.0,t,t,f,47.64965,-122.35932,6,2.0,3.0,3.0,264.0,1.8,12.0,4.94,4.92,4.89,5.0,5.0,4.92,4.67,f,36,5,3,t,t,2,34,595,1.84,0.15,1.99,2342.83993253683,5548.568601181756,28,207.4285714285714,68,14.0,0,56.57142857142861,2
4128,5.926700376025908e+17,432527532,99,99.0,f,t,t,47.66392,-122.30787,2,1.0,0.0,1.0,68.0,30.0,365.0,4.17,4.5,4.33,5.0,4.67,4.42,4.42,t,13,5,3,t,f,2,23,386,-0.1,1.11,1.01,729.9403808950691,6885.787689974915,58,124.10344827586206,125,23.0,1,-56.103448275862064,0
4129,5.927465075312966e+17,176643329,100,98.0,f,t,f,47.73181,-122.2878,10,3.5,5.0,5.0,447.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.89,4.89,t,1,5,3,t,f,1,52,1741,-0.34,0.25,-0.09,7001.269462157176,14578.783770299178,7,221.4285714285714,8,4.0,0,225.5714285714286,2
4130,5.927510990700079e+17,445732930,0,0.0,f,t,f,47.55784595827883,-122.38534787142694,2,1.0,1.0,1.0,229.0,2.0,1125.0,5.0,5.0,4.93,5.0,4.87,5.0,4.93,f,4,1,3,t,f,2,43,294,1.61,0.89,2.5,3524.6311517831136,6590.804214655402,32,174.6875,118,15.0,0,54.3125,2
4131,5.929628086376506e+17,127069597,86,91.0,f,t,t,47.52461,-122.27571,2,1.0,1.0,1.0,54.0,30.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,t,2,5,2,f,t,2,30,2057,-0.85,1.11,0.26,1665.437685937868,9711.365404575856,18,123.61111111111111,9,11.0,0,-69.61111111111111,0
4132,5.930169014022802e+17,246931242,100,100.0,f,t,t,47.58576,-122.30829,6,1.5,3.0,3.0,325.0,5.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.78,4.78,f,1,5,3,t,t,2,60,1375,0.35,-0.6,-0.25,2516.8154800702982,2591.9968360603,34,190.58823529411765,13,8.0,0,134.41176470588235,2
4133,5.93037906218248e+17,2996095,100,96.0,f,t,t,47.5228,-122.3559,3,1.0,1.0,2.0,142.0,2.0,29.0,5.0,5.0,5.0,5.0,5.0,4.64,4.93,f,1,5,3,t,t,2,52,3794,0.72,1.11,1.83,4025.5036864055305,9216.72691731431,15,122.53333333333332,7,11.0,0,19.466666666666683,0
4134,5.936205202819425e+17,48005494,100,97.0,f,t,t,47.63762,-122.34297,4,2.0,2.0,2.0,190.0,30.0,731.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,104,5,3,f,f,3,31,2594,-0.79,1.11,0.32,1196.0680192340296,3879.9249974564177,34,230.05882352941177,19,19.0,0,-40.05882352941177,0
4135,5.941771896561318e+17,17170856,100,99.0,f,t,t,47.64942,-122.37045,4,1.0,1.0,4.0,166.0,30.0,1125.0,4.69,4.58,4.62,4.69,4.85,4.92,4.73,f,1,5,3,t,t,2,54,3091,1.36,-0.81,0.55,2643.5382017926977,5908.122084135484,23,232.6086956521739,2,6.0,0,-66.6086956521739,0
4136,5.943017347997896e+17,452014951,91,93.0,f,t,t,47.620632,-122.33609,4,1.0,1.0,2.0,239.0,1.1,27.0,4.33,4.17,4.83,4.0,3.94,4.61,4.11,t,21,5,3,f,f,2,40,254,1.4,-2.09,-0.69,799.7231667487695,1922.0539923781148,40,174.975,323,21.0,3,64.025,2
4137,5.943087902598423e+17,452014951,91,93.0,f,t,t,47.62172,-122.33522,4,1.0,1.0,2.0,210.0,1.1,27.0,4.68,4.75,4.82,4.5,4.61,4.75,4.43,t,21,5,3,f,f,2,40,254,4.71,-1.77,2.94,684.1898723873588,2026.28024364893,39,174.89743589743588,243,24.0,3,35.102564102564116,2
4138,5.944738951385274e+17,432675332,100,100.0,t,t,t,47.52808,-122.36864,5,1.0,2.0,3.0,161.0,2.0,365.0,4.67,4.83,5.0,5.0,4.67,4.5,4.67,f,5,5,3,f,f,2,49,385,-0.53,-1.45,-1.98,3937.9288519316337,8908.515709951746,5,150.8,4,0.0,0,10.199999999999989,0
4139,5.945879248272664e+17,107434423,100,97.0,f,t,t,47.6691993,-122.3740343,2,1.0,1.0,1.0,149.0,710.0,1125.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,t,369,5,3,f,f,3,28,2184,-1.06,0.25,-0.81,1646.5868443291695,7983.688234999626,23,209.1304347826087,139,8.0,0,-60.13043478260869,0
4140,5.948660103988376e+17,452014951,91,93.0,f,t,t,47.62129,-122.3368,4,1.0,1.0,2.0,230.0,1.1,27.0,5.0,4.67,4.67,3.33,3.67,5.0,4.33,t,21,5,3,f,f,2,42,254,-0.73,1.11,0.38,726.8473640827528,2006.0340845848405,43,174.72093023255815,292,21.0,3,55.279069767441854,2
4141,5.948932504560805e+17,452014951,91,93.0,f,t,t,47.62031,-122.33707,4,1.0,2.0,3.0,241.0,1.1,25.6,4.0,4.5,5.0,2.0,2.0,5.0,3.5,t,21,5,3,f,f,2,44,254,-0.57,-1.45,-2.02,836.7015354143837,1906.3170296324145,38,175.31578947368422,387,25.0,3,65.68421052631578,2
4142,5.94898940591323e+17,452014951,91,93.0,f,t,t,47.62182,-122.33559,2,1.0,0.0,2.0,190.0,1.1,27.0,4.89,4.89,5.0,4.89,5.0,5.0,4.22,t,21,5,3,f,f,2,44,254,0.05,-1.56,-1.51,670.0699974869784,2042.6717778431728,38,174.60526315789474,242,21.0,3,15.39473684210526,0
4143,5.949093144950542e+17,152734194,97,100.0,f,t,t,47.60267,-122.31291,2,1.0,1.0,1.0,94.0,1.0,365.0,4.56,4.69,4.94,4.86,4.72,4.67,4.61,t,9,5,3,t,t,3,10,1896,1.93,1.0,2.93,1366.5070300846005,1296.2126812163451,57,217.12280701754383,64,26.0,0,-123.12280701754383,0
4144,5.949456168072672e+17,2881621,100,100.0,t,t,t,47.60917,-122.30433,4,1.5,2.0,4.0,150.0,3.0,365.0,4.5,4.63,4.25,5.0,4.75,4.88,4.63,f,2,4,3,t,t,3,57,3805,-0.46,1.11,0.65,2061.008425700654,2023.7924677120473,68,172.91176470588235,39,19.0,0,-22.911764705882348,0
4145,5.950479728036895e+17,441179930,100,100.0,f,t,t,47.60877,-122.29549,3,1.0,1.0,2.0,131.0,4.3,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,5,3,t,t,2,34,324,0.97,-0.07,0.9,2701.623652943512,2656.8574677343327,36,170.41666666666663,20,20.0,0,-39.41666666666663,0
4146,5.9512570538133e+17,22204232,100,96.0,f,t,t,47.66107,-122.35297,4,1.5,2.0,2.0,287.0,1.3,1125.0,4.74,4.83,4.83,4.96,5.0,4.7,4.57,t,1,5,3,t,t,2,48,2986,0.89,-0.39,0.5,1012.3233023106108,6592.655118345638,62,187.01612903225808,40,17.0,0,99.98387096774192,2
4147,5.956070808963873e+17,54132032,100,89.0,f,t,t,47.66976,-122.2992,2,1.0,1.0,1.0,129.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,5,3,t,f,2,33,2525,-0.7,0.04,-0.66,784.9725632897664,7688.22255051547,25,119.24,54,17.0,0,9.760000000000005,0
4148,5.956224976964177e+17,65159031,100,100.0,t,t,t,47.54749,-122.2883,6,2.0,3.0,4.0,196.0,2.0,365.0,4.57,4.71,4.71,4.71,4.14,4.29,4.43,t,2,5,3,t,f,2,41,2444,-0.54,1.11,0.57,3195.582034890482,7008.037491022058,13,152.15384615384616,17,7.0,0,43.84615384615384,2
