OID_,id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,response_time_num,type_num,license_tf,host_location_tf,host_verifications_num,amenities_num,host_duration,pop_past,pop_future,popularity,dist_attractions,dist_city,airbnb_count,average_price,poi_count,transport_count,hotel_count
1090,18430634.000000000000000,18342756,100,94.000000000000000,t,t,t,47.635669999999998,-122.358140000000006,4,1.000000000000000,2.000000000000000,2.000000000000000,245.000000000000000,5.000000000000000,21.000000000000000,4.920000000000000,4.940000000000000,5.000000000000000,4.920000000000000,4.940000000000000,5.000000000000000,4.810000000000000,f,2,4,3,t,t,2,49,3066,-0.700000000000000,-1.020000000000000,-1.720000000000000,1852.277257045438773,4121.332099613066930,36,238.583333333333343,122,18.000000000000000,0
1091,18451722.000000000000000,52272417,99,100.000000000000000,f,t,t,47.613680000000002,-122.323560000000001,2,1.000000000000000,0.000000000000000,2.000000000000000,165.000000000000000,1.000000000000000,1125.000000000000000,4.640000000000000,4.700000000000000,4.630000000000000,4.900000000000000,4.920000000000000,4.850000000000000,4.520000000000000,t,3,5,3,t,t,2,25,2540,1.500000000000000,-1.020000000000000,0.480000000000000,1155.448327086403879,1199.098271904985495,84,187.678571428571416,451,37.000000000000000,1
1092,18477502.000000000000000,81881929,100,99.000000000000000,t,t,t,47.658380000000001,-122.350049999999996,10,3.500000000000000,4.000000000000000,5.000000000000000,274.000000000000000,1.600000000000000,1125.000000000000000,4.970000000000000,4.950000000000000,4.950000000000000,4.960000000000000,4.990000000000000,4.930000000000000,4.870000000000000,t,1,5,3,t,t,2,45,2348,1.340000000000000,0.570000000000000,1.910000000000000,1319.067206236513130,6248.082124882270364,76,203.842105263157890,33,16.000000000000000,0
1093,18478643.000000000000000,31747288,100,88.000000000000000,f,t,t,47.702190000000002,-122.318640000000002,4,2.000000000000000,2.000000000000000,2.000000000000000,160.000000000000000,3.000000000000000,12.000000000000000,4.800000000000000,4.920000000000000,4.720000000000000,4.920000000000000,5.000000000000000,4.800000000000000,4.720000000000000,f,1,4,3,t,t,2,39,2788,-0.980000000000000,1.110000000000000,0.130000000000000,3579.629820622742955,10969.394760490220506,11,141.818181818181813,61,12.000000000000000,0
1094,18485076.000000000000000,76581967,100,100.000000000000000,t,t,t,47.665250000000000,-122.356769999999997,4,1.000000000000000,1.000000000000000,1.000000000000000,186.000000000000000,2.000000000000000,1113.299999999999955,4.990000000000000,5.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,4.930000000000000,4.890000000000000,t,1,5,3,t,t,2,23,2375,0.020000000000000,0.150000000000000,0.170000000000000,646.480312095522891,7117.505304083476403,37,189.054054054054063,87,15.000000000000000,0
1095,18491600.000000000000000,108053175,100,100.000000000000000,t,t,t,47.636560000000003,-122.353089999999995,3,1.000000000000000,1.000000000000000,1.000000000000000,137.000000000000000,1.900000000000000,1125.000000000000000,4.970000000000000,5.000000000000000,4.990000000000000,4.990000000000000,4.990000000000000,4.960000000000000,4.930000000000000,t,2,5,3,t,t,2,44,2179,1.980000000000000,0.680000000000000,2.660000000000000,1586.575213382521952,4029.550167105241599,33,235.848484848484844,95,17.000000000000000,0
1096,18491674.000000000000000,108053175,100,100.000000000000000,t,t,t,47.637270000000001,-122.354029999999995,3,1.000000000000000,1.000000000000000,1.000000000000000,124.000000000000000,1.900000000000000,12.000000000000000,4.980000000000000,4.990000000000000,4.980000000000000,4.990000000000000,4.990000000000000,4.970000000000000,4.930000000000000,t,2,5,3,t,t,2,50,2179,1.470000000000000,1.000000000000000,2.470000000000000,1690.866613590528686,4131.293112913118421,39,229.487179487179475,93,15.000000000000000,0
1097,18491733.000000000000000,116124281,100,96.000000000000000,t,t,t,47.668900000000001,-122.323809999999995,2,1.000000000000000,1.000000000000000,2.000000000000000,127.000000000000000,1.000000000000000,1125.000000000000000,4.840000000000000,4.930000000000000,4.760000000000000,4.990000000000000,4.960000000000000,4.780000000000000,4.740000000000000,t,1,5,3,t,t,2,41,2126,0.270000000000000,0.040000000000000,0.310000000000000,1084.785971205792066,7249.700203164183222,31,181.645161290322591,7,15.000000000000000,0
1098,18492251.000000000000000,3074414,94,95.000000000000000,f,t,t,47.662250000000000,-122.314830000000001,2,1.000000000000000,0.000000000000000,1.000000000000000,120.000000000000000,1.000000000000000,1125.000000000000000,4.210000000000000,4.570000000000000,4.570000000000000,4.430000000000000,4.500000000000000,4.500000000000000,4.430000000000000,f,115,4,3,t,t,2,38,3787,-0.650000000000000,0.790000000000000,0.140000000000000,768.162954474368235,6595.193368090573131,82,124.987804878048777,283,35.000000000000000,1
1099,18504533.000000000000000,117993648,100,100.000000000000000,t,t,t,47.662810000000000,-122.402119999999996,4,1.000000000000000,1.000000000000000,2.000000000000000,154.000000000000000,2.000000000000000,30.000000000000000,4.760000000000000,4.880000000000000,4.700000000000000,4.960000000000000,4.940000000000000,4.780000000000000,4.830000000000000,f,1,5,3,t,t,2,48,2114,0.870000000000000,-0.600000000000000,0.270000000000000,406.094497212690385,8504.400521513425701,10,123.599999999999994,25,10.000000000000000,0
1100,18507422.000000000000000,6746292,100,95.000000000000000,t,t,f,47.640349999999998,-122.366749999999996,4,2.000000000000000,2.000000000000000,3.000000000000000,688.000000000000000,1.300000000000000,1125.000000000000000,4.810000000000000,4.920000000000000,4.890000000000000,4.990000000000000,4.940000000000000,4.940000000000000,4.810000000000000,f,3,5,3,t,f,3,15,3474,0.680000000000000,1.110000000000000,1.790000000000000,2672.547944904259111,4908.194534042557279,49,326.102040816326507,21,20.000000000000000,0
1101,18522787.000000000000000,41180792,0,0.000000000000000,f,t,t,47.558779999999999,-122.291830000000004,2,1.000000000000000,1.000000000000000,1.000000000000000,146.000000000000000,1.000000000000000,1125.000000000000000,4.460000000000000,4.790000000000000,4.630000000000000,4.960000000000000,4.880000000000000,4.830000000000000,4.290000000000000,f,2,1,3,t,t,3,34,2677,-0.990000000000000,-0.280000000000000,-1.270000000000000,3520.049882025031366,5775.971563290877384,33,126.090909090909093,56,12.000000000000000,0
1102,18529198.000000000000000,84891625,100,86.000000000000000,t,t,t,47.701259999999998,-122.348209999999995,3,1.000000000000000,2.000000000000000,5.000000000000000,140.000000000000000,30.000000000000000,180.000000000000000,4.480000000000000,4.720000000000000,4.240000000000000,4.960000000000000,5.000000000000000,4.710000000000000,4.320000000000000,f,2,5,3,t,t,2,31,2333,-0.950000000000000,1.110000000000000,0.160000000000000,3470.679886618424916,10917.840828221960692,24,122.083333333333329,33,8.000000000000000,0
1103,18599695.000000000000000,90531582,0,0.000000000000000,f,t,t,47.663760000000003,-122.303920000000005,2,1.000000000000000,1.000000000000000,1.000000000000000,100.000000000000000,30.000000000000000,1125.000000000000000,4.700000000000000,4.830000000000000,4.790000000000000,4.980000000000000,4.960000000000000,4.730000000000000,4.730000000000000,f,1,1,3,f,t,2,27,2305,-0.780000000000000,-2.090000000000000,-2.870000000000000,704.056369174995325,6946.580434697951205,41,129.341463414634148,149,13.000000000000000,0
1104,18630803.000000000000000,17162606,100,100.000000000000000,t,t,f,47.573250000000002,-122.305840000000003,2,1.000000000000000,1.000000000000000,1.000000000000000,145.000000000000000,2.000000000000000,1125.000000000000000,4.940000000000000,4.960000000000000,4.970000000000000,5.000000000000000,4.990000000000000,4.880000000000000,4.910000000000000,t,1,5,3,t,t,2,44,3091,0.340000000000000,-0.070000000000000,0.270000000000000,3049.349208089711283,3857.538960155962286,21,130.809523809523796,24,2.000000000000000,0
1105,18633109.000000000000000,105567017,100,100.000000000000000,f,t,f,47.691450000000003,-122.320599999999999,4,1.000000000000000,1.000000000000000,3.000000000000000,93.000000000000000,30.000000000000000,1125.000000000000000,4.950000000000000,4.970000000000000,4.950000000000000,5.000000000000000,4.970000000000000,4.950000000000000,5.000000000000000,t,1,5,3,f,t,1,33,2201,-0.830000000000000,1.110000000000000,0.280000000000000,2463.392074072305604,9767.566278585969485,12,99.666666666666671,20,5.000000000000000,0
1106,18635270.000000000000000,95016161,100,100.000000000000000,t,t,t,47.655729999999998,-122.390190000000004,10,3.500000000000000,5.000000000000000,5.000000000000000,756.000000000000000,2.000000000000000,1125.000000000000000,4.950000000000000,5.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,4.950000000000000,t,1,5,3,t,f,2,40,2278,-0.860000000000000,-0.600000000000000,-1.460000000000000,1133.285968652778365,7329.185619608269917,4,316.500000000000000,13,24.000000000000000,0
1107,18636268.000000000000000,14062900,100,100.000000000000000,t,t,t,47.605660000000000,-122.318569999999994,5,1.000000000000000,3.000000000000000,4.000000000000000,314.000000000000000,2.400000000000000,1125.000000000000000,4.820000000000000,4.850000000000000,4.890000000000000,4.900000000000000,4.930000000000000,4.700000000000000,4.680000000000000,t,4,5,3,t,t,2,45,3167,-0.710000000000000,1.110000000000000,0.400000000000000,933.336381836886176,887.701607320739981,47,176.744680851063833,159,22.000000000000000,0
1108,18637918.000000000000000,3557909,100,98.000000000000000,f,t,t,47.671869999999998,-122.381119999999996,2,1.000000000000000,1.000000000000000,2.000000000000000,159.000000000000000,2.000000000000000,1125.000000000000000,4.700000000000000,4.820000000000000,4.670000000000000,4.950000000000000,4.870000000000000,4.920000000000000,4.620000000000000,t,2,5,3,t,t,2,34,3739,0.540000000000000,0.790000000000000,1.330000000000000,1465.674448980785655,8482.065876564014616,40,197.974999999999994,211,7.000000000000000,0
1109,18638163.000000000000000,39075448,100,100.000000000000000,t,t,t,47.641289999999998,-122.354669999999999,2,1.000000000000000,0.000000000000000,2.000000000000000,136.000000000000000,3.000000000000000,1125.000000000000000,4.870000000000000,4.940000000000000,4.990000000000000,4.960000000000000,5.000000000000000,4.950000000000000,4.910000000000000,t,1,5,3,t,t,2,20,2699,0.000000000000000,0.360000000000000,0.360000000000000,2031.616437152918479,4556.982220040727043,33,216.545454545454533,34,14.000000000000000,0
1110,18672990.000000000000000,1838818,100,100.000000000000000,t,t,t,47.600769999999997,-122.330950000000001,4,1.000000000000000,0.000000000000000,2.000000000000000,167.000000000000000,2.000000000000000,1125.000000000000000,4.870000000000000,4.920000000000000,4.910000000000000,4.970000000000000,4.960000000000000,4.840000000000000,4.750000000000000,f,6,4,3,t,t,3,23,3935,0.240000000000000,-0.280000000000000,-0.040000000000000,155.288054237552643,346.938856134639707,45,151.822222222222223,517,56.000000000000000,7
1111,18673405.000000000000000,14062900,100,100.000000000000000,t,t,t,47.603839999999998,-122.315340000000006,5,1.000000000000000,2.000000000000000,2.000000000000000,371.000000000000000,2.400000000000000,1125.000000000000000,4.800000000000000,4.870000000000000,4.840000000000000,4.960000000000000,4.980000000000000,4.750000000000000,4.710000000000000,t,4,5,3,t,t,2,55,3167,-0.200000000000000,1.110000000000000,0.910000000000000,1170.458501156921102,1107.019467645077611,65,185.630769230769232,65,20.000000000000000,0
1112,18673495.000000000000000,14062900,100,100.000000000000000,t,t,t,47.603540000000002,-122.315410000000000,5,1.000000000000000,2.000000000000000,5.000000000000000,289.000000000000000,2.400000000000000,1125.000000000000000,4.720000000000000,4.780000000000000,4.830000000000000,4.970000000000000,4.900000000000000,4.580000000000000,4.580000000000000,t,4,5,3,t,t,2,42,3167,-0.720000000000000,1.110000000000000,0.390000000000000,1167.909475974252018,1102.237174123456953,65,185.630769230769232,74,23.000000000000000,0
1113,18690558.000000000000000,53552204,100,99.000000000000000,t,t,t,47.664949999999997,-122.307900000000004,1,1.500000000000000,1.000000000000000,1.000000000000000,114.000000000000000,1.000000000000000,1125.000000000000000,4.640000000000000,4.820000000000000,4.620000000000000,4.910000000000000,4.830000000000000,4.760000000000000,4.660000000000000,t,5,5,2,t,t,2,44,2529,-0.590000000000000,1.110000000000000,0.520000000000000,638.675000788363946,6996.411241352247998,62,132.451612903225794,94,23.000000000000000,1
1114,18728930.000000000000000,17269911,100,100.000000000000000,t,t,t,47.674210000000002,-122.333140000000000,4,1.000000000000000,2.000000000000000,2.000000000000000,155.000000000000000,1.000000000000000,1125.000000000000000,4.770000000000000,4.920000000000000,4.780000000000000,4.970000000000000,4.960000000000000,4.920000000000000,4.820000000000000,t,6,5,3,t,t,2,42,2558,2.250000000000000,0.890000000000000,3.140000000000000,1497.354113053836272,7828.264640888442955,26,209.807692307692321,19,5.000000000000000,0
1115,18737568.000000000000000,17269911,100,100.000000000000000,t,t,t,47.674210000000002,-122.333140000000000,2,1.000000000000000,0.000000000000000,2.000000000000000,116.000000000000000,1.000000000000000,1125.000000000000000,4.740000000000000,4.800000000000000,4.760000000000000,4.940000000000000,4.940000000000000,4.920000000000000,4.730000000000000,t,6,5,3,t,t,2,35,2558,2.500000000000000,1.110000000000000,3.610000000000000,1497.354113053836272,7828.264640888442955,26,209.807692307692321,19,5.000000000000000,0
1116,18777600.000000000000000,130677755,100,100.000000000000000,t,t,t,47.674030000000002,-122.263530000000003,2,1.000000000000000,0.000000000000000,1.000000000000000,118.000000000000000,1.000000000000000,1125.000000000000000,4.900000000000000,4.940000000000000,4.970000000000000,4.970000000000000,4.980000000000000,4.920000000000000,4.840000000000000,f,1,5,3,t,t,2,45,2033,0.600000000000000,0.890000000000000,1.490000000000000,3479.513161489334379,9268.797549023025567,5,159.599999999999994,4,7.000000000000000,0
1117,18794925.000000000000000,14062900,100,100.000000000000000,t,t,t,47.601700000000001,-122.316230000000004,12,2.000000000000000,4.000000000000000,8.000000000000000,636.000000000000000,2.400000000000000,1125.000000000000000,4.800000000000000,4.600000000000000,4.800000000000000,5.000000000000000,4.600000000000000,4.400000000000000,4.200000000000000,t,4,5,3,t,t,2,38,3167,-1.120000000000000,1.110000000000000,-0.010000000000000,1145.333979172879936,1066.788143749531400,55,199.036363636363632,72,23.000000000000000,0
1118,18808283.000000000000000,130936311,100,71.000000000000000,t,f,f,47.658099999999997,-122.324439999999996,4,1.000000000000000,2.000000000000000,2.000000000000000,140.000000000000000,7.000000000000000,180.000000000000000,4.880000000000000,4.970000000000000,4.970000000000000,5.000000000000000,5.000000000000000,4.830000000000000,4.690000000000000,f,1,5,3,t,t,3,29,2031,-0.930000000000000,0.890000000000000,-0.040000000000000,1117.010936051329509,6048.451837971623718,36,186.527777777777771,56,25.000000000000000,0
1119,18809004.000000000000000,130945609,0,0.000000000000000,f,t,t,47.573149999999998,-122.386960000000002,4,1.500000000000000,1.000000000000000,2.000000000000000,139.000000000000000,30.000000000000000,1125.000000000000000,4.700000000000000,4.850000000000000,4.780000000000000,4.880000000000000,4.940000000000000,4.840000000000000,4.840000000000000,t,1,1,3,t,t,3,39,2031,-0.750000000000000,1.110000000000000,0.360000000000000,4060.526536794423919,5472.911135358875981,16,171.375000000000000,5,6.000000000000000,0
1120,18823333.000000000000000,16063650,100,100.000000000000000,t,t,t,47.555190000000003,-122.383809999999997,10,3.000000000000000,5.000000000000000,8.000000000000000,613.000000000000000,6.000000000000000,1125.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,4.890000000000000,4.780000000000000,t,2,5,3,t,t,2,26,3118,-1.080000000000000,1.110000000000000,0.030000000000000,3414.066927031944488,6752.582177582728946,30,174.366666666666674,15,6.000000000000000,0
1121,18849203.000000000000000,17269911,100,100.000000000000000,t,t,t,47.674210000000002,-122.333140000000000,16,4.000000000000000,6.000000000000000,10.000000000000000,717.000000000000000,1.100000000000000,1125.000000000000000,4.850000000000000,4.910000000000000,4.740000000000000,4.980000000000000,4.960000000000000,4.960000000000000,4.670000000000000,t,6,5,3,t,t,2,47,2558,-0.810000000000000,1.110000000000000,0.300000000000000,1497.354113053836272,7828.264640888442955,26,209.807692307692321,19,5.000000000000000,0
1122,18858940.000000000000000,347674,0,0.000000000000000,f,t,t,47.659630000000000,-122.345770000000002,2,1.000000000000000,1.000000000000000,1.000000000000000,85.000000000000000,30.000000000000000,1125.000000000000000,4.710000000000000,4.930000000000000,4.690000000000000,4.960000000000000,4.930000000000000,4.820000000000000,4.750000000000000,t,1,1,3,t,t,2,31,4347,-0.520000000000000,1.110000000000000,0.590000000000000,1265.006633257743033,6315.110944077584463,73,187.328767123287662,64,15.000000000000000,0
1123,18871432.000000000000000,23165254,100,98.000000000000000,f,t,t,47.613689999999998,-122.346459999999993,8,2.000000000000000,3.000000000000000,4.000000000000000,341.000000000000000,1.000000000000000,365.000000000000000,4.490000000000000,4.380000000000000,4.780000000000000,4.730000000000000,4.800000000000000,4.950000000000000,4.320000000000000,t,10,5,3,t,t,3,34,2962,-0.500000000000000,-0.810000000000000,-1.310000000000000,620.998913780805196,1649.664815739584583,227,212.960352422907476,364,14.000000000000000,5
1124,18876264.000000000000000,23165254,100,98.000000000000000,f,t,t,47.615780000000001,-122.347279999999998,8,2.000000000000000,3.000000000000000,5.000000000000000,337.000000000000000,1.000000000000000,365.000000000000000,4.430000000000000,4.400000000000000,4.620000000000000,4.430000000000000,4.600000000000000,4.850000000000000,4.350000000000000,t,10,5,3,t,t,3,33,2962,-0.420000000000000,-0.810000000000000,-1.230000000000000,842.719727215656803,1854.866062796096230,215,201.158139534883730,333,26.000000000000000,3
1125,18879484.000000000000000,32138006,100,91.000000000000000,f,t,t,47.674509999999998,-122.286299999999997,4,1.000000000000000,1.000000000000000,1.000000000000000,131.000000000000000,1.000000000000000,1125.000000000000000,4.730000000000000,4.830000000000000,4.900000000000000,4.940000000000000,4.910000000000000,4.860000000000000,4.760000000000000,f,1,5,3,t,t,2,25,2782,-0.100000000000000,-1.560000000000000,-1.660000000000000,1802.106994188954559,8518.527888134796740,21,142.952380952380963,8,17.000000000000000,0
1126,18895355.000000000000000,131674050,100,99.000000000000000,t,t,t,47.617269999999998,-122.345439999999996,2,1.000000000000000,0.000000000000000,2.000000000000000,159.000000000000000,4.000000000000000,1125.000000000000000,4.890000000000000,4.930000000000000,4.890000000000000,4.900000000000000,4.950000000000000,4.960000000000000,4.810000000000000,f,1,5,3,t,f,2,33,2026,1.200000000000000,0.570000000000000,1.770000000000000,925.561407837152842,1889.184807234519667,214,199.957943925233650,417,29.000000000000000,3
1127,18910157.000000000000000,29517730,100,84.000000000000000,t,t,t,47.609789999999997,-122.305419999999998,2,1.000000000000000,1.000000000000000,1.000000000000000,45.000000000000000,30.000000000000000,1125.000000000000000,4.960000000000000,5.000000000000000,4.960000000000000,4.960000000000000,4.960000000000000,4.890000000000000,4.890000000000000,t,3,5,2,f,t,2,29,2824,-0.960000000000000,1.110000000000000,0.150000000000000,2000.760864998066381,1967.698465272215344,68,184.779411764705884,40,21.000000000000000,0
1128,18934440.000000000000000,34298557,0,100.000000000000000,t,t,t,47.641629999999999,-122.299719999999994,2,1.000000000000000,1.000000000000000,1.000000000000000,127.000000000000000,30.000000000000000,1125.000000000000000,4.970000000000000,5.000000000000000,5.000000000000000,4.990000000000000,4.990000000000000,4.970000000000000,4.910000000000000,f,1,1,3,t,t,2,34,2754,-0.400000000000000,0.570000000000000,0.170000000000000,1709.526373630312037,4781.489930604725487,9,148.222222222222229,53,6.000000000000000,0
1129,18943180.000000000000000,44468800,100,100.000000000000000,f,t,t,47.652459999999998,-122.348630000000000,4,1.000000000000000,1.000000000000000,2.000000000000000,90.000000000000000,30.000000000000000,1125.000000000000000,4.620000000000000,4.790000000000000,4.790000000000000,4.980000000000000,4.960000000000000,4.950000000000000,4.560000000000000,f,3,5,3,t,f,3,44,2640,-0.130000000000000,-2.090000000000000,-2.220000000000000,1985.498259130970155,5583.810804608565377,55,199.090909090909093,171,16.000000000000000,1
1130,18945014.000000000000000,4037804,100,95.000000000000000,t,t,t,47.701149999999998,-122.336860000000001,1,1.000000000000000,1.000000000000000,1.000000000000000,143.000000000000000,1.300000000000000,1125.000000000000000,4.920000000000000,4.920000000000000,4.920000000000000,5.000000000000000,5.000000000000000,4.810000000000000,4.850000000000000,f,2,5,2,t,t,2,49,3689,-0.970000000000000,-0.490000000000000,-1.460000000000000,3632.093692186082990,10832.196081245210735,13,127.153846153846160,23,7.000000000000000,0
1131,18949136.000000000000000,918867,100,100.000000000000000,f,t,f,47.698619999999998,-122.389899999999997,3,1.000000000000000,1.000000000000000,2.000000000000000,147.000000000000000,2.000000000000000,1125.000000000000000,4.830000000000000,4.910000000000000,4.830000000000000,4.950000000000000,5.000000000000000,4.870000000000000,4.860000000000000,f,1,5,3,t,t,2,38,4146,-0.280000000000000,1.110000000000000,0.830000000000000,2409.467883381733373,11457.593776657269700,5,168.400000000000006,2,8.000000000000000,0
1132,18979238.000000000000000,2309350,0,100.000000000000000,t,t,t,47.689120000000003,-122.393469999999994,4,1.500000000000000,2.000000000000000,3.000000000000000,130.000000000000000,30.000000000000000,1125.000000000000000,4.820000000000000,4.880000000000000,4.960000000000000,4.880000000000000,4.940000000000000,4.810000000000000,4.830000000000000,t,2,1,3,f,t,2,30,3868,-0.800000000000000,-0.710000000000000,-1.510000000000000,1392.616551152488682,10612.077985089335925,14,187.071428571428584,7,21.000000000000000,0
1133,18979781.000000000000000,31604886,100,99.000000000000000,t,t,t,47.611809999999998,-122.336929999999995,3,1.000000000000000,1.000000000000000,1.000000000000000,195.000000000000000,2.000000000000000,1125.000000000000000,4.970000000000000,5.000000000000000,4.990000000000000,4.970000000000000,4.990000000000000,4.970000000000000,4.900000000000000,t,1,5,3,t,t,2,18,2790,1.170000000000000,0.570000000000000,1.740000000000000,397.607170968700302,1026.374715427861247,125,200.656000000000006,934,54.000000000000000,9
1134,18994983.000000000000000,29003959,100,100.000000000000000,t,t,t,47.603510000000000,-122.314239999999998,8,2.000000000000000,3.000000000000000,3.000000000000000,292.000000000000000,2.400000000000000,1125.000000000000000,4.950000000000000,4.960000000000000,4.980000000000000,5.000000000000000,4.980000000000000,4.860000000000000,4.910000000000000,t,1,5,3,t,t,2,21,2833,0.790000000000000,-0.170000000000000,0.620000000000000,1255.816010721359135,1190.276095819059492,61,195.655737704918039,55,22.000000000000000,0
1135,18996968.000000000000000,3653501,100,100.000000000000000,t,t,t,47.648949999999999,-122.319460000000007,3,1.000000000000000,1.000000000000000,2.000000000000000,80.000000000000000,3.000000000000000,1125.000000000000000,4.970000000000000,4.980000000000000,4.990000000000000,5.000000000000000,4.990000000000000,4.930000000000000,4.950000000000000,t,1,5,3,t,t,2,49,3729,0.210000000000000,1.110000000000000,1.320000000000000,1084.875835912744151,5079.245248617682591,16,235.500000000000000,52,7.000000000000000,0
1136,19018523.000000000000000,204886779,0,0.000000000000000,f,t,f,47.650689999999997,-122.401139999999998,5,1.000000000000000,2.000000000000000,3.000000000000000,223.000000000000000,3.000000000000000,1125.000000000000000,4.840000000000000,4.890000000000000,4.820000000000000,4.980000000000000,4.950000000000000,4.750000000000000,4.750000000000000,t,10,1,3,t,t,2,21,1599,-0.600000000000000,1.110000000000000,0.510000000000000,1577.834018175563870,7462.063919885993528,9,150.777777777777771,1,9.000000000000000,0
1137,19055403.000000000000000,133015453,100,100.000000000000000,t,t,f,47.692599999999999,-122.393550000000005,3,1.000000000000000,1.000000000000000,3.000000000000000,138.000000000000000,6.000000000000000,1125.000000000000000,4.820000000000000,4.850000000000000,4.720000000000000,4.960000000000000,4.940000000000000,4.880000000000000,4.880000000000000,f,1,5,3,t,t,2,50,2017,-0.400000000000000,1.110000000000000,0.710000000000000,1695.633205901458723,10961.740036364280968,14,200.571428571428584,5,21.000000000000000,0
1138,19100455.000000000000000,4137246,100,99.000000000000000,t,t,t,47.515793000000002,-122.266784999999999,2,1.000000000000000,1.000000000000000,1.000000000000000,134.000000000000000,3.200000000000000,1125.000000000000000,4.950000000000000,4.990000000000000,4.970000000000000,4.970000000000000,4.960000000000000,4.810000000000000,4.940000000000000,f,2,5,3,t,t,2,47,3678,0.390000000000000,-0.280000000000000,0.110000000000000,2227.081929314309036,10885.273583693629917,11,136.000000000000000,14,7.000000000000000,0
1139,19115007.000000000000000,29664875,100,99.000000000000000,t,t,t,47.678879999999999,-122.277630000000002,4,1.000000000000000,1.000000000000000,1.000000000000000,124.000000000000000,1.000000000000000,1125.000000000000000,4.910000000000000,4.910000000000000,4.960000000000000,4.980000000000000,4.980000000000000,4.860000000000000,4.860000000000000,f,1,5,3,t,t,2,22,2821,0.200000000000000,1.110000000000000,1.310000000000000,2570.654549080750257,9227.437919574942498,4,290.000000000000000,1,14.000000000000000,0
1140,19123639.000000000000000,59490761,100,93.000000000000000,f,t,t,47.609450000000002,-122.313069999999996,5,2.000000000000000,2.000000000000000,3.000000000000000,161.000000000000000,3.000000000000000,1125.000000000000000,4.630000000000000,4.930000000000000,4.440000000000000,4.810000000000000,4.630000000000000,4.960000000000000,4.780000000000000,t,1,5,3,t,t,2,42,2485,0.310000000000000,0.890000000000000,1.200000000000000,1445.571504437078147,1422.151094484543592,69,175.202898550724626,176,16.000000000000000,0
1141,19125238.000000000000000,29666316,100,100.000000000000000,t,t,t,47.595737918840463,-122.309347417955138,3,1.000000000000000,1.000000000000000,1.000000000000000,144.000000000000000,2.000000000000000,1125.000000000000000,5.000000000000000,5.000000000000000,4.800000000000000,5.000000000000000,5.000000000000000,4.700000000000000,4.800000000000000,t,10,5,3,t,t,3,46,2821,1.390000000000000,0.150000000000000,1.540000000000000,1832.012481983711496,1799.017668680665111,20,160.949999999999989,43,10.000000000000000,0
1142,19161696.000000000000000,133990571,100,100.000000000000000,f,t,t,47.697440000000000,-122.281019999999998,5,1.500000000000000,1.000000000000000,1.000000000000000,250.000000000000000,2.000000000000000,1125.000000000000000,4.790000000000000,4.740000000000000,4.840000000000000,5.000000000000000,5.000000000000000,4.880000000000000,4.760000000000000,f,1,4,3,t,t,1,39,2011,-1.020000000000000,0.680000000000000,-0.340000000000000,3676.473666376493384,11040.571664787805275,8,179.125000000000000,0,6.000000000000000,0
1143,19180196.000000000000000,453540,100,100.000000000000000,f,t,t,47.582689999999999,-122.310059999999993,7,2.500000000000000,4.000000000000000,4.000000000000000,320.000000000000000,30.000000000000000,150.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,4.750000000000000,4.880000000000000,f,4,4,3,f,t,3,57,4282,-1.100000000000000,-2.090000000000000,-3.190000000000000,2662.266428877326234,2790.794066961137105,36,168.000000000000000,29,5.000000000000000,0
1144,19213509.000000000000000,116763780,100,100.000000000000000,t,t,t,47.555050000000001,-122.356240000000000,9,1.500000000000000,3.000000000000000,6.000000000000000,189.000000000000000,30.000000000000000,1125.000000000000000,4.830000000000000,4.940000000000000,4.660000000000000,4.970000000000000,4.910000000000000,4.830000000000000,4.810000000000000,t,1,5,3,t,f,2,38,2122,-0.350000000000000,1.000000000000000,0.650000000000000,1351.134222494004462,5770.173746905272310,14,132.785714285714278,20,8.000000000000000,0
1145,19229958.000000000000000,20130582,95,99.000000000000000,t,t,t,47.663809999999998,-122.353350000000006,2,1.000000000000000,0.000000000000000,1.000000000000000,90.000000000000000,1.000000000000000,1125.000000000000000,4.820000000000000,4.920000000000000,4.960000000000000,4.980000000000000,4.950000000000000,4.930000000000000,4.660000000000000,f,2,5,3,t,t,2,43,3037,1.620000000000000,0.570000000000000,2.190000000000000,711.509699674321723,6894.369756585027972,51,198.352941176470580,104,15.000000000000000,0
