id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,license_tf,response_time_num,host_verifications_num,amenities_num,book_30,pop_past,pop_future,popularity,relative_meanprice,relative_price,type_num,host_duration
19553441,25383292,0,33.0,t,t,t,6,3,3.0,3.0,595.0,30.0,30.0,29,5.0,5.0,4.95,4.95,5.0,5.0,4.9,f,2,0.32,f,1,2,69,1,-0.87,-2.11,-2.98,277.56,317.44,3,2897
23896079,28319832,100,94.0,t,t,t,2,1,1.0,1.0,71.0,1.0,5.0,20,4.83,4.89,4.82,4.89,4.86,4.75,4.87,f,2,8.29,t,4,2,34,10,2.91,-1.13,1.7800000000000002,141.54545454545453,-70.54545454545453,2,2840
10123910,28991907,100,0.0,t,t,t,8,2,3.0,5.0,399.0,5.0,365.0,0,4.82,4.8,4.77,4.99,4.92,4.96,4.7,f,1,1.26,f,4,3,41,30,-0.43,1.03,0.6000000000000001,211.625,187.375,3,2829
4995768,25749669,75,50.0,f,t,t,2,1.5,1.0,1.0,90.0,2.0,1125.0,23,4.67,4.8,4.47,4.93,4.87,4.73,4.71,f,4,0.52,t,3,2,33,7,-0.78,-1.46,-2.24,255.8,-165.8,2,2889
640605557195532448,459383756,100,100.0,f,t,t,3,1,1.0,1.0,165.0,1.0,1125.0,22,4.96,4.92,5.0,4.96,5.0,4.75,4.83,t,4,12.63,t,5,2,24,8,4.96,-1.35,3.61,211.5,-46.5,3,203
39447054,151184281,100,98.0,t,t,t,2,1,1.0,1.0,97.0,1.0,1125.0,20,4.82,4.9,4.94,4.9,4.89,4.8,4.85,f,5,5.97,t,5,2,30,10,1.81,-1.13,0.6800000000000002,99.66666666666667,-2.6666666666666714,2,1903
44667695,51601507,100,100.0,f,t,t,1,1,1.0,1.0,129.0,2.0,29.0,0,4.73,4.91,4.73,4.91,4.91,4.91,4.82,f,3,0.51,t,5,2,47,30,-0.78,1.03,0.25,136.5,-7.5,2,2545
16733665,36390224,100,90.0,t,t,t,5,2.5,2.0,3.0,249.0,30.0,1125.0,0,4.94,4.97,4.97,5.0,5.0,4.9,4.84,f,1,0.48,f,5,2,39,30,-0.8,1.03,0.22999999999999998,154.78125,94.21875,3,2724
580365544480383496,3436665,86,95.0,f,t,t,4,1,1.0,1.0,107.0,2.0,1125.0,25,4.2,4.6,3.8,3.6,4.4,4.0,4.4,t,1,0.82,t,5,2,52,5,-0.64,-1.67,-2.31,154.16666666666666,-47.16666666666666,3,3748
544308358342040260,6865216,100,99.0,t,t,t,4,1,2.0,3.0,117.0,1.3,1125.0,13,4.91,4.89,4.77,4.98,5.0,4.83,4.87,f,1,6.08,t,5,2,55,17,1.86,-0.38,1.48,127.66666666666667,-10.666666666666671,3,3464
30499937,21374074,100,95.0,t,t,t,4,1,2.0,2.0,158.0,2.1,1125.0,29,4.82,4.85,4.79,4.92,4.93,4.68,4.65,t,1,2.2,t,5,3,45,1,0.02,-2.11,-2.09,135.83333333333334,22.166666666666657,3,3003
39060942,149757297,100,98.0,t,t,t,4,1,2.0,2.0,104.0,3.0,1125.0,10,4.8,4.84,4.87,5.0,4.94,4.77,4.74,t,1,2.3,t,5,2,46,20,0.07,-0.05,0.020000000000000004,118.5,-14.5,3,1914
6606,14942,100,87.0,f,t,t,1,1,1.0,1.0,99.0,30.0,1125.0,29,4.61,4.67,4.67,4.83,4.76,4.88,4.57,f,3,0.99,t,4,2,27,1,-0.55,-2.11,-2.66,170.51063829787233,-71.51063829787233,3,4971
9419,30559,100,97.0,t,t,t,2,3,1.0,2.0,80.0,2.0,90.0,25,4.69,4.77,4.74,4.93,4.89,4.65,4.64,f,9,1.15,f,4,2,30,5,-0.48,-1.67,-2.15,96.92307692307692,-16.92307692307692,2,4866
9531,31481,100,71.0,t,t,t,4,1,2.0,3.0,185.0,5.0,1125.0,3,4.95,4.98,4.97,4.98,4.95,4.98,4.89,f,2,0.5,f,3,2,58,27,-0.79,0.7,-0.09000000000000008,160.65384615384616,24.34615384615384,3,4862
9534,31481,100,71.0,t,t,t,3,1,2.0,2.0,125.0,3.0,1125.0,8,4.99,4.98,4.98,5.0,4.98,4.95,4.94,f,2,0.52,f,3,2,55,22,-0.78,0.16,-0.62,168.51724137931035,-43.51724137931035,3,4862
9596,14942,100,87.0,f,t,t,4,1,1.0,4.0,130.0,30.0,200.0,16,4.56,4.55,4.5,4.8,4.66,4.91,4.56,f,3,0.71,f,4,2,29,14,-0.69,-0.7,-1.39,157.5897435897436,-27.58974358974359,3,4971
9909,33360,100,100.0,t,t,t,4,1,2.0,2.0,275.0,25.4,1125.0,13,4.8,4.88,4.88,4.93,4.94,4.83,4.82,t,11,0.52,f,5,2,50,17,-0.78,-0.38,-1.1600000000000001,158.89473684210526,116.10526315789474,3,4852
25002,102684,100,100.0,t,t,t,4,1,1.0,2.0,95.0,2.0,1125.0,7,4.92,4.92,4.92,4.97,4.98,4.9,4.9,t,1,6.24,f,5,2,41,23,1.93,0.27,2.2,152.58333333333334,-57.58333333333334,3,4630
30712,107605,100,67.0,f,t,f,3,1,1.0,1.0,67.0,30.0,60.0,0,4.25,4.31,3.57,4.76,4.75,4.73,4.34,f,2,0.65,f,3,2,21,30,-0.72,1.03,0.31000000000000005,147.22222222222223,-80.22222222222223,3,4620
68508,340192,100,50.0,f,t,t,4,1,2.0,2.0,165.0,7.0,1125.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,0.09,f,3,2,49,30,-0.98,1.03,0.050000000000000044,191.6949152542373,-26.694915254237287,3,4349
116221,587302,0,0.0,t,t,t,2,1,1.0,1.0,75.0,90.0,365.0,0,4.74,4.87,4.89,4.61,4.68,4.91,4.52,f,1,0.35,t,1,2,40,30,-0.86,1.03,0.17000000000000004,193.6153846153846,-118.61538461538461,3,4223
119103,601600,100,100.0,t,t,t,3,1,1.0,2.0,90.0,3.0,30.0,3,4.94,4.95,4.82,4.98,4.98,4.97,4.9,f,2,3.65,f,5,2,23,27,0.71,0.7,1.41,213.0212765957447,-123.0212765957447,3,4219
132120,378445,0,0.0,f,t,t,4,1,1.0,1.0,75.0,30.0,30.0,0,4.68,4.84,4.66,4.96,4.84,4.96,4.75,f,1,0.92,f,1,2,14,30,-0.59,1.03,0.44000000000000006,218.56,-143.56,3,4321
132160,558743,100,100.0,t,t,t,6,1,2.0,3.0,177.0,3.1,1125.0,14,4.85,4.91,4.89,4.95,4.93,4.93,4.76,f,3,2.64,f,5,3,50,16,0.23,-0.49,-0.26,213.57894736842104,-36.57894736842104,3,4232
151545,306615,100,86.0,f,t,t,6,1.5,3.0,3.0,299.0,75.0,270.0,0,4.93,4.78,4.67,5.0,5.0,4.93,4.8,f,3,0.35,f,4,2,53,30,-0.86,1.03,0.17000000000000004,172.71428571428572,126.28571428571428,3,4387
170273,804996,100,100.0,f,t,t,6,2.5,3.0,5.0,404.0,2.3,1125.0,13,4.98,4.94,4.97,4.99,4.96,4.94,4.89,f,1,2.0,f,5,2,23,17,-0.08,-0.38,-0.46,223.45652173913044,180.54347826086956,3,4165
210316,2438665,0,100.0,f,t,t,2,4,1.0,1.0,60.0,30.0,365.0,0,4.76,4.69,4.85,4.95,4.87,4.56,4.74,t,4,0.74,f,1,2,47,30,-0.67,1.03,0.36,129.5,-69.5,2,3849
219532,1037115,100,75.0,f,t,t,4,1.5,3.0,4.0,300.0,33.1,1107.6,0,4.65,4.75,4.7,4.89,4.86,4.69,4.6,f,1,0.72,f,4,2,45,30,-0.68,1.03,0.35,196.28947368421052,103.71052631578948,3,4115
226536,209571,100,92.0,t,t,t,2,1,1.0,1.0,83.0,1.0,21.0,0,4.81,4.74,4.79,4.95,4.95,4.88,4.82,f,2,2.26,f,5,3,27,30,0.05,1.03,1.08,138.66666666666666,-55.66666666666666,2,4488
226677,30559,100,97.0,t,t,t,2,3,1.0,1.0,66.0,2.0,280.0,0,4.8,4.8,4.84,4.83,4.88,4.79,4.81,f,9,1.77,f,4,2,31,30,-0.18,1.03,0.8500000000000001,82.25,-16.25,2,4866
254340,1336214,0,0.0,f,t,t,2,1,1.0,1.0,95.0,30.0,180.0,0,4.91,4.92,4.97,4.99,4.98,4.88,4.92,f,1,1.23,t,1,2,34,30,-0.44,1.03,0.5900000000000001,189.25,-94.25,3,4058
260613,1387754,100,100.0,t,t,t,2,1,1.0,1.0,150.0,3.0,1125.0,27,4.9,4.94,5.0,4.85,4.93,4.87,4.72,t,1,0.79,f,5,3,19,3,-0.65,-1.89,-2.54,153.14285714285714,-3.142857142857139,3,4044
261912,558743,100,100.0,t,t,t,4,1,2.0,2.0,198.0,3.1,1125.0,18,4.79,4.79,4.82,4.93,4.93,4.89,4.82,f,3,0.25,f,5,3,46,12,-0.91,-0.92,-1.83,217.33333333333334,-19.333333333333343,3,4232
278830,1452570,100,86.0,f,t,t,6,2,3.0,3.0,450.0,12.4,175.8,0,4.67,4.65,4.74,4.91,4.88,4.56,4.48,f,4,0.7,f,5,2,60,30,-0.69,1.03,0.3400000000000001,272.8695652173913,177.1304347826087,3,4024
284087,721070,100,100.0,t,t,t,6,1,2.0,3.0,168.0,3.0,1125.0,6,4.81,4.9,4.82,4.82,4.89,4.9,4.73,t,1,2.29,f,5,2,48,24,0.06,0.38,0.44,197.93636363636364,-29.936363636363637,3,4186
303277,1204187,100,96.0,t,t,t,2,1,2.0,2.0,150.0,30.0,1125.0,17,4.83,4.83,4.92,4.83,4.83,5.0,4.75,f,1,0.09,t,5,2,51,13,-0.98,-0.81,-1.79,168.46,-18.460000000000008,3,4090
353110,1788284,100,100.0,t,t,t,5,1,1.0,1.0,124.0,30.0,1084.4,9,4.77,4.81,4.82,4.93,4.85,4.93,4.76,t,1,0.67,t,5,3,51,21,-0.71,0.05,-0.6599999999999999,141.86666666666667,-17.866666666666674,3,3940
356248,306615,100,86.0,f,t,t,2,1,2.0,2.0,179.0,75.0,365.0,0,4.89,4.96,4.89,5.0,5.0,4.92,4.62,f,3,0.37,t,4,2,50,30,-0.85,1.03,0.18000000000000005,172.71428571428572,6.285714285714278,3,4387
356608,1787819,91,97.0,f,t,t,5,2,2.0,2.0,224.0,3.0,1125.0,14,4.83,4.89,4.87,4.93,4.91,4.82,4.76,t,3,1.43,f,5,2,36,16,-0.35,-0.49,-0.84,192.2058823529412,31.794117647058812,3,3940
365550,1025723,100,98.0,t,t,t,2,1,1.0,1.0,112.0,3.0,21.0,12,4.74,4.82,4.87,4.92,4.94,4.62,4.7,f,2,6.19,f,5,2,39,18,1.91,-0.27,1.64,154.53846153846155,-42.53846153846155,2,4118
368403,4186078,100,100.0,f,t,t,16,3,6.0,7.0,457.0,3.7,1125.0,15,4.91,4.82,4.89,4.82,4.89,4.98,4.55,f,1,0.4,f,5,2,37,15,-0.83,-0.59,-1.42,174.0,283.0,3,3669
370361,1865986,100,92.0,t,t,t,2,1,1.0,1.0,126.0,3.0,1125.0,20,4.95,4.92,4.91,4.97,4.98,4.95,4.9,f,2,2.24,f,5,2,35,10,0.04,-1.13,-1.0899999999999999,150.04545454545453,-24.045454545454533,2,3927
392779,437055,100,89.0,t,t,f,4,1,2.0,2.0,150.0,3.0,745.6,16,4.8,4.86,4.84,4.82,4.81,4.68,4.66,f,1,1.45,f,3,2,31,14,-0.34,-0.7,-1.04,148.05882352941177,1.941176470588232,3,4286
421168,2094547,100,97.0,t,t,t,2,1,1.0,1.0,103.0,2.0,7.0,17,4.86,4.93,4.94,4.96,4.94,4.74,4.87,f,1,3.37,f,4,2,31,13,0.57,-0.81,-0.2400000000000001,143.17391304347825,-40.17391304347825,2,3893
430610,165390,100,99.0,t,t,t,7,3,3.0,3.0,358.0,6.0,1124.0,15,4.88,4.91,4.82,4.89,4.95,4.9,4.75,f,4,1.02,f,4,2,34,15,-0.54,-0.59,-1.13,186.41666666666666,171.58333333333334,3,4528
447523,2222321,100,83.0,f,t,t,2,1,1.0,1.0,61.0,3.0,30.0,0,4.78,4.8,4.74,4.91,4.86,4.75,4.74,f,1,1.69,f,5,2,25,30,-0.22,1.03,0.81,129.625,-68.625,2,3876
475361,2342082,100,50.0,f,t,t,1,1,1.0,1.0,77.0,30.0,180.0,0,4.81,4.79,4.91,4.96,4.89,4.57,4.8,f,1,0.92,t,4,2,30,30,-0.59,1.03,0.44000000000000006,112.71428571428571,-35.71428571428571,2,3861
490076,3921530,100,92.0,t,t,t,2,1,1.0,1.0,114.0,4.0,17.0,18,4.7,4.78,4.69,4.74,4.85,4.85,4.74,f,3,4.03,f,5,2,36,12,0.89,-0.92,-0.030000000000000027,198.8793103448276,-84.87931034482759,2,3699
491958,2431399,100,97.0,t,t,f,4,1,1.0,1.0,79.0,2.0,30.0,5,4.83,4.86,4.94,4.96,4.9,4.73,4.87,f,1,3.3,f,5,2,23,25,0.54,0.49,1.03,151.0,-72.0,3,3850
493591,2438665,0,100.0,f,t,t,2,1,1.0,1.0,70.0,30.0,180.0,16,4.81,4.75,4.81,4.88,4.87,4.7,4.77,t,4,1.46,f,1,2,43,14,-0.33,-0.7,-1.03,123.33333333333333,-53.33333333333333,2,3849
544433,2612779,100,0.0,f,t,t,2,1,1.0,1.0,95.0,30.0,365.0,28,4.83,4.88,4.93,4.93,4.9,4.85,4.79,f,1,3.54,t,3,2,24,2,0.65,-2.0,-1.35,148.65,-53.650000000000006,3,3828
552325,306615,100,86.0,f,t,t,4,1,2.0,2.0,229.0,59.9,360.0,6,4.7,4.73,4.39,4.94,4.97,4.94,4.67,f,3,0.3,t,4,2,56,24,-0.88,0.38,-0.5,188.0,41.0,3,4387
564220,2774354,100,96.0,f,t,t,2,1,1.0,1.0,58.0,2.0,21.0,3,4.77,4.85,4.61,4.94,4.95,4.85,4.84,f,2,1.7,f,5,2,31,27,-0.22,0.7,0.48,166.3846153846154,-108.38461538461539,2,3812
564428,2774354,100,96.0,f,t,t,2,1,1.0,1.0,55.0,2.0,28.0,1,4.68,4.79,4.5,4.87,4.9,4.66,4.73,f,2,2.2,f,5,2,36,29,0.02,0.92,0.9400000000000001,166.3846153846154,-111.38461538461539,2,3812
565703,2781551,100,99.0,t,t,t,4,1,2.0,2.0,152.0,30.0,1125.0,1,4.66,4.75,4.59,4.92,4.92,4.83,4.72,t,4,2.82,f,5,3,44,29,0.31,0.92,1.23,231.90769230769232,-79.90769230769232,3,3811
566435,2438665,0,100.0,f,t,t,2,4,1.0,1.0,75.0,30.0,365.0,0,4.85,4.77,4.89,4.87,4.89,4.7,4.78,t,4,0.74,f,1,2,29,30,-0.67,1.03,0.36,129.5,-54.5,2,3849
573942,30559,100,97.0,t,t,t,2,3,1.0,1.0,75.0,2.0,180.0,14,4.83,4.78,4.76,4.84,4.87,4.77,4.79,f,9,1.82,f,4,2,38,16,-0.16,-0.49,-0.65,103.46153846153847,-28.461538461538467,2,4866
598023,2613029,100,40.0,f,t,t,2,1,1.0,1.0,129.0,3.0,29.0,29,4.73,4.76,4.59,4.9,4.95,4.9,4.62,f,1,0.2,f,4,3,51,1,-0.93,-2.11,-3.04,160.2,-31.19999999999999,2,3828
609252,3018655,100,0.0,f,t,t,4,1,2.0,4.0,275.0,30.0,1125.0,18,5.0,5.0,4.67,5.0,5.0,4.67,4.33,f,1,0.05,f,3,2,41,12,-1.0,-0.92,-1.92,171.83333333333334,103.16666666666666,3,3788
609610,3022709,100,82.0,f,t,t,2,1,1.0,1.0,95.0,3.0,90.0,0,4.83,4.91,4.94,4.91,5.0,4.44,4.91,f,2,0.26,f,4,2,23,30,-0.9,1.03,0.13,159.21428571428572,-64.21428571428572,3,3788
609701,3023407,100,98.0,t,t,t,2,1,1.0,1.0,99.0,4.0,1125.0,1,4.93,4.95,4.87,4.99,4.97,4.93,4.94,t,1,4.54,f,5,2,43,29,1.13,0.92,2.05,194.57142857142858,-95.57142857142858,3,3787
611509,3032548,100,0.0,f,t,f,1,1,1.0,1.0,80.0,30.0,60.0,0,4.89,4.87,4.76,4.9,4.96,4.84,4.82,f,1,0.68,f,5,3,34,30,-0.7,1.03,0.33000000000000007,159.35897435897436,-79.35897435897436,2,3787
620518,3074414,94,95.0,f,t,t,2,1,1.0,1.0,109.0,30.0,1125.0,3,3.83,3.92,4.17,3.5,3.75,4.42,3.75,f,115,0.1,f,4,2,40,27,-0.98,0.7,-0.28,155.6818181818182,-46.68181818181819,3,3783
631445,3139639,100,100.0,f,t,t,4,1,1.0,2.0,95.0,30.0,1125.0,0,4.81,4.83,4.85,4.85,4.79,4.89,4.81,f,1,1.39,t,5,2,38,30,-0.36,1.03,0.67,215.27338129496403,-120.27338129496403,3,3777
635878,3074414,94,95.0,f,t,t,3,1,1.0,2.0,115.0,2.0,1125.0,0,4.16,4.55,4.42,4.61,4.54,4.5,4.18,f,115,0.34,f,4,2,33,30,-0.86,1.03,0.17000000000000004,124.95348837209302,-9.95348837209302,3,3783
637710,3181546,100,95.0,f,t,t,8,1,3.0,8.0,251.0,2.0,25.0,15,4.79,4.77,4.52,4.87,4.86,4.94,4.7,f,1,1.15,f,4,2,30,15,-0.48,-0.59,-1.0699999999999998,205.5121951219512,45.48780487804879,3,3772
654734,3294357,100,96.0,t,t,t,4,1,1.0,2.0,168.0,30.0,1125.0,24,4.57,4.62,4.61,4.84,4.85,4.83,4.53,t,4,0.69,t,5,2,22,6,-0.7,-1.57,-2.27,205.6206896551724,-37.62068965517241,3,3762
677266,30559,100,97.0,t,t,t,2,3,1.0,1.0,80.0,2.0,30.0,13,4.64,4.56,4.66,4.73,4.74,4.65,4.61,f,9,0.99,f,4,2,32,17,-0.55,-0.38,-0.93,83.36363636363636,-3.3636363636363598,2,4866
677365,926885,100,93.0,t,t,t,6,1,2.0,3.0,137.0,1.3,1125.0,22,4.9,4.96,4.95,4.97,4.95,4.86,4.88,f,2,4.01,f,5,2,37,8,0.88,-1.35,-0.4700000000000001,155.27272727272728,-18.27272727272728,3,4140
689309,3520873,0,0.0,f,t,t,2,1,1.0,1.0,146.0,30.0,365.0,29,4.94,5.0,5.0,5.0,5.0,4.88,4.88,f,1,0.14,f,1,2,33,1,-0.96,-2.11,-3.07,169.625,-23.625,2,3739
703058,1611114,100,100.0,t,t,t,4,1,2.0,2.0,265.0,4.0,27.0,0,4.96,4.95,4.98,4.98,5.0,4.99,4.89,f,1,1.66,f,5,2,41,30,-0.24,1.03,0.79,180.30555555555554,84.69444444444446,3,3977
704764,3620313,100,98.0,t,t,t,4,1,2.0,2.0,175.0,1.3,16.0,10,4.91,4.93,4.95,4.94,4.96,4.89,4.88,f,1,2.76,f,5,2,18,20,0.28,-0.05,0.23000000000000004,337.83720930232556,-162.83720930232556,3,3729
706385,2070664,100,93.0,t,t,t,2,1,1.0,1.0,137.0,3.0,1125.0,1,4.98,4.98,4.99,4.97,4.98,4.94,4.9,f,1,4.42,f,5,2,17,29,1.07,0.92,1.9900000000000002,179.20754716981133,-42.207547169811335,3,3897
708774,316200,100,100.0,t,t,t,4,1,1.0,2.0,109.0,30.0,1125.0,0,4.87,4.96,4.95,4.98,4.95,4.78,4.82,t,7,1.15,t,5,3,29,30,-0.48,1.03,0.55,173.5909090909091,-64.5909090909091,3,4377
723723,3740695,0,0.0,f,t,t,1,1,1.0,1.0,524.0,30.0,200.0,16,4.64,4.51,4.84,4.77,4.79,4.65,4.56,f,2,0.41,t,1,2,6,14,-0.83,-0.7,-1.5299999999999998,270.6666666666667,253.33333333333331,3,3716
723846,3737272,100,100.0,t,t,t,3,1,,1.0,167.0,2.0,1125.0,19,4.89,4.93,4.92,4.92,4.94,4.86,4.81,f,1,1.48,f,5,1,55,11,-0.32,-1.03,-1.35,186.5625,-19.5625,3,3716
748526,3932149,100,0.0,f,t,t,2,1,1.0,1.0,61.0,30.0,30.0,0,4.64,4.61,4.79,4.88,4.82,4.81,4.63,f,1,0.72,t,3,2,28,30,-0.68,1.03,0.35,159.21052631578948,-98.21052631578948,3,3698
752483,450548,100,67.0,f,t,t,4,2,2.0,2.0,149.0,29.7,1125.0,0,4.85,4.9,4.67,4.94,4.93,4.96,4.73,f,1,1.66,f,5,3,39,30,-0.24,1.03,0.79,190.1478260869565,-41.14782608695651,3,4279
757840,3991908,100,100.0,t,t,t,8,2.5,4.0,7.0,357.0,3.1,1125.0,0,4.93,4.97,4.95,4.95,4.9,4.94,4.85,t,1,3.7,f,5,2,64,30,0.73,1.03,1.76,251.89285714285714,105.10714285714286,3,3691
793629,4181120,100,58.0,t,t,t,2,1,1.0,1.0,121.0,10.0,180.0,0,4.84,4.89,4.83,4.94,4.9,4.82,4.84,f,1,2.63,f,4,2,54,30,0.22,1.03,1.25,132.33333333333334,-11.333333333333343,3,3669
841274,4133943,100,100.0,t,t,t,4,1,1.0,2.0,100.0,3.0,45.0,2,4.86,4.96,4.9,4.98,4.93,4.85,4.88,f,1,1.47,f,5,2,38,28,-0.33,0.81,0.48000000000000004,180.125,-80.125,3,3675
844939,4411144,100,100.0,t,t,t,4,1,1.0,1.0,225.0,2.0,1125.0,6,4.83,4.91,4.91,4.85,4.9,4.97,4.79,t,2,1.44,f,5,3,27,24,-0.34,0.38,0.03999999999999998,200.52105263157895,24.478947368421046,3,3642
846763,4421734,100,78.0,t,t,t,2,1,1.0,1.0,60.0,30.0,365.0,6,4.82,4.89,4.81,4.82,4.88,4.88,4.9,f,1,0.63,t,5,3,29,24,-0.73,0.38,-0.35,176.8421052631579,-116.84210526315789,2,3641
904057,4678869,100,99.0,f,t,t,2,1,1.0,2.0,138.0,3.0,1125.0,7,4.92,4.94,4.88,4.98,4.97,4.88,4.92,f,1,4.09,f,5,3,32,23,0.91,0.27,1.1800000000000002,163.35,-25.349999999999994,3,3614
942490,4705328,100,100.0,f,t,f,5,1,1.0,3.0,108.0,2.0,100.0,20,4.46,4.53,4.58,4.84,4.75,4.68,4.55,f,1,1.13,f,4,2,31,10,-0.49,-1.13,-1.6199999999999999,127.8125,-19.8125,2,3612
948077,365687,90,100.0,t,t,t,2,1,1.0,1.0,194.0,2.0,1125.0,6,4.98,4.97,4.98,4.96,4.88,4.96,4.88,t,1,3.91,f,5,3,57,24,0.83,0.38,1.21,181.125,12.875,3,4329
993804,3169976,67,75.0,f,t,t,1,1,1.0,1.0,78.0,30.0,60.0,22,3.67,3.33,4.0,3.67,3.67,4.67,3.67,f,2,0.04,t,4,2,14,8,-1.0,-1.35,-2.35,143.1,-65.1,2,3773
1000883,5486919,100,100.0,t,t,t,2,1,1.0,1.0,133.0,3.0,29.0,9,4.9,4.95,4.9,4.98,4.95,4.95,4.87,t,1,1.92,f,5,3,52,21,-0.11,0.05,-0.06,237.10344827586206,-104.10344827586206,3,3551
1012003,5567436,0,0.0,f,t,t,4,1,1.0,2.0,145.0,30.0,360.0,0,4.94,4.92,4.97,4.97,5.0,4.94,4.94,f,1,0.32,f,1,2,36,30,-0.87,1.03,0.16000000000000003,176.2295081967213,-31.229508196721298,2,3546
1022135,5387574,0,50.0,f,t,t,2,1.5,1.0,1.0,82.0,30.0,365.0,23,4.57,4.86,4.43,4.71,4.86,3.86,4.71,t,1,0.08,t,1,2,29,7,-0.99,-1.46,-2.45,109.25,-27.25,2,3558
1023693,5635244,100,99.0,t,t,t,2,1,1.0,1.0,151.0,3.9,1125.0,5,4.93,4.96,4.97,4.99,4.99,4.84,4.88,f,2,3.0,f,5,3,17,25,0.4,0.49,0.89,148.85,2.1500000000000057,3,3541
1043194,3294357,100,96.0,t,t,t,4,1,1.0,2.0,175.0,30.0,1125.0,0,4.81,4.88,4.83,4.88,4.91,4.92,4.68,t,4,0.45,f,5,2,26,30,-0.81,1.03,0.21999999999999997,197.71698113207546,-22.71698113207546,3,3762
1048798,5774906,100,99.0,t,t,t,4,2,1.0,2.0,193.0,2.0,60.0,7,4.96,4.97,4.95,4.99,4.97,4.96,4.86,f,1,3.55,f,5,2,57,23,0.66,0.27,0.93,145.44444444444446,47.55555555555554,3,3532
1090449,2739131,100,100.0,f,t,t,4,1,1.0,1.0,107.0,2.0,8.0,0,4.76,4.76,4.6,4.97,4.95,4.9,4.76,f,1,3.83,f,5,3,23,30,0.79,1.03,1.82,191.1818181818182,-84.18181818181819,3,3815
1097520,6031552,100,93.0,t,t,t,2,1.5,1.0,1.0,121.0,3.0,365.0,4,4.86,4.89,4.91,4.91,4.91,4.8,4.85,f,1,2.6,f,4,2,54,26,0.21,0.59,0.7999999999999999,110.71428571428571,10.285714285714292,3,3515
1100686,3921530,100,92.0,t,t,t,2,1,1.0,1.0,77.0,4.0,1125.0,9,4.8,4.88,4.77,4.83,4.89,4.86,4.83,f,3,3.46,f,5,2,57,21,0.62,0.05,0.67,190.96,-113.96000000000001,2,3699
1112092,5856339,100,91.0,t,t,t,3,1,1.0,3.0,135.0,7.0,90.0,12,4.87,4.94,4.85,4.83,4.9,4.92,4.73,f,1,0.46,f,4,2,14,18,-0.81,-0.27,-1.08,324.2857142857143,-189.28571428571428,3,3526
1114695,165390,100,99.0,t,t,t,7,2.5,3.0,3.0,314.0,18.6,1124.0,9,4.8,4.86,4.9,4.92,4.95,4.88,4.74,f,4,0.67,f,4,2,21,21,-0.71,0.05,-0.6599999999999999,174.3235294117647,139.6764705882353,3,4528
1122236,1121532,100,52.0,f,t,t,2,1,1.0,1.0,152.0,30.0,1125.0,15,4.74,4.74,4.83,4.82,4.82,4.88,4.53,f,11,1.24,f,4,2,25,15,-0.44,-0.59,-1.03,187.453125,-35.453125,3,4107
1125133,3074414,94,95.0,f,t,t,3,1,1.0,1.0,120.0,30.0,1125.0,24,4.0,4.28,4.11,4.31,4.44,4.22,4.0,f,115,0.32,f,4,2,27,6,-0.87,-1.57,-2.44,130.55384615384617,-10.553846153846166,3,3783
1142010,928640,100,50.0,f,t,t,1,1,1.0,1.0,70.0,30.0,40.0,9,,,,,,,,f,1,0.0,f,5,2,53,21,-1.02,0.05,-0.97,144.66666666666666,-74.66666666666666,3,4140
1146966,3921530,100,92.0,t,t,t,2,1,1.0,1.0,93.0,4.0,1125.0,3,4.79,4.84,4.73,4.89,4.89,4.86,4.87,t,3,2.74,f,5,2,44,27,0.27,0.7,0.97,197.74545454545455,-104.74545454545455,2,3699
1150519,6305984,0,50.0,f,t,t,7,1.5,3.0,4.0,300.0,30.0,1125.0,22,4.95,5.0,4.89,5.0,4.95,4.94,4.83,f,1,0.17,t,1,3,33,8,-0.94,-1.35,-2.29,161.06666666666666,138.93333333333334,3,3497
1157083,3294357,100,96.0,t,t,t,4,2,2.0,3.0,285.0,3.0,1125.0,11,4.74,4.82,4.66,4.8,4.88,4.92,4.56,t,4,0.76,f,5,2,27,19,-0.66,-0.16,-0.8200000000000001,195.8030303030303,89.19696969696969,3,3762
1159111,1787819,91,97.0,f,t,t,6,1,2.0,3.0,204.0,3.0,1125.0,6,4.78,4.88,4.84,4.95,4.9,4.79,4.77,t,3,1.22,f,5,2,48,24,-0.45,0.38,-0.07,194.24242424242425,9.75757575757575,3,3940
1171574,4485958,100,99.0,t,t,t,2,1,1.0,1.0,83.0,4.1,60.0,4,4.9,4.96,4.88,4.99,4.98,4.84,4.9,f,2,4.98,f,4,2,21,26,1.34,0.59,1.9300000000000002,188.80645161290323,-105.80645161290323,3,3632
1179538,6407320,100,76.0,f,t,t,4,1.5,2.0,2.0,171.0,30.0,1125.0,25,4.83,4.8,4.67,4.8,4.83,4.6,4.6,f,3,0.07,f,5,2,22,5,-0.99,-1.67,-2.66,202.96153846153845,-31.961538461538453,2,3491
