id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,license_tf,response_time_num,host_verifications_num,amenities_num,pop_past,pop_future,popularity,relative_meanprice,relative_price,type_num,host_location_tf,host_duration,cluster_id
19553441,25383292,0,33.0,t,t,t,6,3.0,3.0,3.0,595.0,30.0,30.0,5.0,5.0,4.95,4.95,5.0,5.0,4.9,f,2,t,1,2,69,-0.87,-2.11,-2.98,277.56,317.44,3,t,2897,1
23896079,28319832,100,94.0,t,t,t,2,1.0,1.0,1.0,71.0,1.0,5.0,4.83,4.89,4.82,4.89,4.86,4.75,4.87,f,2,f,4,2,34,2.91,-1.13,1.7800000000000002,141.54545454545453,-70.54545454545453,2,t,2840,0
10123910,28991907,100,0.0,t,t,t,8,2.0,3.0,5.0,399.0,5.0,365.0,4.82,4.8,4.77,4.99,4.92,4.96,4.7,f,1,t,4,3,41,-0.43,1.03,0.6000000000000001,211.625,187.375,3,t,2829,1
4995768,25749669,75,50.0,f,t,t,2,1.5,1.0,1.0,90.0,2.0,1125.0,4.67,4.8,4.47,4.93,4.87,4.73,4.71,f,4,f,3,2,33,-0.78,-1.46,-2.24,255.8,-165.8,2,t,2889,0
640605557195532448,459383756,100,100.0,f,t,t,3,1.0,1.0,1.0,165.0,1.0,1125.0,4.96,4.92,5.0,4.96,5.0,4.75,4.83,t,4,f,5,2,24,4.96,-1.35,3.61,211.5,-46.5,3,t,203,0
39447054,151184281,100,98.0,t,t,t,2,1.0,1.0,1.0,97.0,1.0,1125.0,4.82,4.9,4.94,4.9,4.89,4.8,4.85,f,5,f,5,2,30,1.81,-1.13,0.6800000000000002,99.66666666666669,-2.6666666666666714,2,t,1903,0
44667695,51601507,100,100.0,f,t,t,1,1.0,1.0,1.0,129.0,2.0,29.0,4.73,4.91,4.73,4.91,4.91,4.91,4.82,f,3,f,5,2,47,-0.78,1.03,0.25,136.5,-7.5,2,t,2545,0
16733665,36390224,100,90.0,t,t,t,5,2.5,2.0,3.0,249.0,30.0,1125.0,4.94,4.97,4.97,5.0,5.0,4.9,4.84,f,1,t,5,2,39,-0.8,1.03,0.2299999999999999,154.78125,94.21875,3,f,2724,1
580365544480383496,3436665,86,95.0,f,t,t,4,1.0,1.0,1.0,107.0,2.0,1125.0,4.2,4.6,3.8,3.6,4.4,4.0,4.4,t,1,f,5,2,52,-0.64,-1.67,-2.31,154.16666666666666,-47.16666666666666,3,t,3748,0
544308358342040260,6865216,100,99.0,t,t,t,4,1.0,2.0,3.0,117.0,1.3,1125.0,4.91,4.89,4.77,4.98,5.0,4.83,4.87,f,1,f,5,2,55,1.86,-0.38,1.48,127.66666666666669,-10.666666666666671,3,t,3464,0
30499937,21374074,100,95.0,t,t,t,4,1.0,2.0,2.0,158.0,2.1,1125.0,4.82,4.85,4.79,4.92,4.93,4.68,4.65,t,1,f,5,3,45,0.02,-2.11,-2.09,135.83333333333334,22.166666666666657,3,f,3003,0
39060942,149757297,100,98.0,t,t,t,4,1.0,2.0,2.0,104.0,3.0,1125.0,4.8,4.84,4.87,5.0,4.94,4.77,4.74,t,1,f,5,2,46,0.07,-0.05,0.02,118.5,-14.5,3,t,1914,0
6606,14942,100,87.0,f,t,t,1,1.0,1.0,1.0,99.0,30.0,1125.0,4.61,4.67,4.67,4.83,4.76,4.88,4.57,f,3,f,4,2,27,-0.55,-2.11,-2.66,170.51063829787233,-71.51063829787233,3,t,4971,0
9419,30559,100,97.0,t,t,t,2,3.0,1.0,2.0,80.0,2.0,90.0,4.69,4.77,4.74,4.93,4.89,4.65,4.64,f,9,t,4,2,30,-0.48,-1.67,-2.15,96.92307692307692,-16.92307692307692,2,t,4866,0
9531,31481,100,71.0,t,t,t,4,1.0,2.0,3.0,185.0,5.0,1125.0,4.95,4.98,4.97,4.98,4.95,4.98,4.89,f,2,t,3,2,58,-0.79,0.7,-0.09,160.65384615384616,24.34615384615384,3,t,4862,0
9534,31481,100,71.0,t,t,t,3,1.0,2.0,2.0,125.0,3.0,1125.0,4.99,4.98,4.98,5.0,4.98,4.95,4.94,f,2,t,3,2,55,-0.78,0.16,-0.62,168.51724137931035,-43.51724137931035,3,t,4862,0
9596,14942,100,87.0,f,t,t,4,1.0,1.0,4.0,130.0,30.0,200.0,4.56,4.55,4.5,4.8,4.66,4.91,4.56,f,3,t,4,2,29,-0.69,-0.7,-1.39,157.5897435897436,-27.58974358974359,3,t,4971,0
9909,33360,100,100.0,t,t,t,4,1.0,2.0,2.0,275.0,25.4,1125.0,4.8,4.88,4.88,4.93,4.94,4.83,4.82,t,11,t,5,2,50,-0.78,-0.38,-1.16,158.89473684210526,116.10526315789474,3,t,4852,1
25002,102684,100,100.0,t,t,t,4,1.0,1.0,2.0,95.0,2.0,1125.0,4.92,4.92,4.92,4.97,4.98,4.9,4.9,t,1,t,5,2,41,1.93,0.27,2.2,152.58333333333334,-57.58333333333334,3,t,4630,0
30712,107605,100,67.0,f,t,f,3,1.0,1.0,1.0,67.0,30.0,60.0,4.25,4.31,3.57,4.76,4.75,4.73,4.34,f,2,t,3,2,21,-0.72,1.03,0.31,147.22222222222223,-80.22222222222223,3,t,4620,0
68508,340192,100,50.0,f,t,t,4,1.0,2.0,2.0,165.0,7.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,t,3,2,49,-0.98,1.03,0.05,191.6949152542373,-26.694915254237287,3,t,4349,0
116221,587302,0,0.0,t,t,t,2,1.0,1.0,1.0,75.0,90.0,365.0,4.74,4.87,4.89,4.61,4.68,4.91,4.52,f,1,f,1,2,40,-0.86,1.03,0.17,193.6153846153846,-118.6153846153846,3,t,4223,0
119103,601600,100,100.0,t,t,t,3,1.0,1.0,2.0,90.0,3.0,30.0,4.94,4.95,4.82,4.98,4.98,4.97,4.9,f,2,t,5,2,23,0.71,0.7,1.41,213.0212765957447,-123.0212765957447,3,t,4219,0
132120,378445,0,0.0,f,t,t,4,1.0,1.0,1.0,75.0,30.0,30.0,4.68,4.84,4.66,4.96,4.84,4.96,4.75,f,1,t,1,2,14,-0.59,1.03,0.44,218.56,-143.56,3,t,4321,0
132160,558743,100,100.0,t,t,t,6,1.0,2.0,3.0,177.0,3.1,1125.0,4.85,4.91,4.89,4.95,4.93,4.93,4.76,f,3,t,5,3,50,0.23,-0.49,-0.26,213.57894736842104,-36.57894736842104,3,t,4232,0
151545,306615,100,86.0,f,t,t,6,1.5,3.0,3.0,299.0,75.0,270.0,4.93,4.78,4.67,5.0,5.0,4.93,4.8,f,3,t,4,2,53,-0.86,1.03,0.17,172.71428571428572,126.28571428571428,3,f,4387,1
170273,804996,100,100.0,f,t,t,6,2.5,3.0,5.0,404.0,2.3,1125.0,4.98,4.94,4.97,4.99,4.96,4.94,4.89,f,1,t,5,2,23,-0.08,-0.38,-0.46,223.45652173913044,180.5434782608696,3,t,4165,1
210316,2438665,0,100.0,f,t,t,2,4.0,1.0,1.0,60.0,30.0,365.0,4.76,4.69,4.85,4.95,4.87,4.56,4.74,t,4,t,1,2,47,-0.67,1.03,0.36,129.5,-69.5,2,t,3849,0
219532,1037115,100,75.0,f,t,t,4,1.5,3.0,4.0,300.0,33.1,1107.6,4.65,4.75,4.7,4.89,4.86,4.69,4.6,f,1,t,4,2,45,-0.68,1.03,0.35,196.2894736842105,103.71052631578948,3,f,4115,1
226536,209571,100,92.0,t,t,t,2,1.0,1.0,1.0,83.0,1.0,21.0,4.81,4.74,4.79,4.95,4.95,4.88,4.82,f,2,t,5,3,27,0.05,1.03,1.08,138.66666666666666,-55.66666666666666,2,t,4488,0
226677,30559,100,97.0,t,t,t,2,3.0,1.0,1.0,66.0,2.0,280.0,4.8,4.8,4.84,4.83,4.88,4.79,4.81,f,9,t,4,2,31,-0.18,1.03,0.8500000000000001,82.25,-16.25,2,t,4866,0
254340,1336214,0,0.0,f,t,t,2,1.0,1.0,1.0,95.0,30.0,180.0,4.91,4.92,4.97,4.99,4.98,4.88,4.92,f,1,f,1,2,34,-0.44,1.03,0.5900000000000001,189.25,-94.25,3,t,4058,0
260613,1387754,100,100.0,t,t,t,2,1.0,1.0,1.0,150.0,3.0,1125.0,4.9,4.94,5.0,4.85,4.93,4.87,4.72,t,1,t,5,3,19,-0.65,-1.89,-2.54,153.14285714285714,-3.142857142857139,3,t,4044,0
261912,558743,100,100.0,t,t,t,4,1.0,2.0,2.0,198.0,3.1,1125.0,4.79,4.79,4.82,4.93,4.93,4.89,4.82,f,3,t,5,3,46,-0.91,-0.92,-1.83,217.33333333333331,-19.333333333333343,3,t,4232,0
278830,1452570,100,86.0,f,t,t,6,2.0,3.0,3.0,450.0,12.4,175.8,4.67,4.65,4.74,4.91,4.88,4.56,4.48,f,4,t,5,2,60,-0.69,1.03,0.3400000000000001,272.8695652173913,177.1304347826087,3,f,4024,1
284087,721070,100,100.0,t,t,t,6,1.0,2.0,3.0,168.0,3.0,1125.0,4.81,4.9,4.82,4.82,4.89,4.9,4.73,t,1,t,5,2,48,0.06,0.38,0.44,197.93636363636364,-29.93636363636364,3,f,4186,0
303277,1204187,100,96.0,t,t,t,2,1.0,2.0,2.0,150.0,30.0,1125.0,4.83,4.83,4.92,4.83,4.83,5.0,4.75,f,1,f,5,2,51,-0.98,-0.81,-1.79,168.46,-18.460000000000008,3,f,4090,0
353110,1788284,100,100.0,t,t,t,5,1.0,1.0,1.0,124.0,30.0,1084.4,4.77,4.81,4.82,4.93,4.85,4.93,4.76,t,1,f,5,3,51,-0.71,0.05,-0.6599999999999999,141.86666666666667,-17.866666666666674,3,t,3940,0
356248,306615,100,86.0,f,t,t,2,1.0,2.0,2.0,179.0,75.0,365.0,4.89,4.96,4.89,5.0,5.0,4.92,4.62,f,3,f,4,2,50,-0.85,1.03,0.18,172.71428571428572,6.285714285714278,3,f,4387,0
356608,1787819,91,97.0,f,t,t,5,2.0,2.0,2.0,224.0,3.0,1125.0,4.83,4.89,4.87,4.93,4.91,4.82,4.76,t,3,t,5,2,36,-0.35,-0.49,-0.84,192.2058823529412,31.79411764705881,3,t,3940,1
365550,1025723,100,98.0,t,t,t,2,1.0,1.0,1.0,112.0,3.0,21.0,4.74,4.82,4.87,4.92,4.94,4.62,4.7,f,2,t,5,2,39,1.91,-0.27,1.64,154.53846153846155,-42.53846153846155,2,t,4118,0
368403,4186078,100,100.0,f,t,t,16,3.0,6.0,7.0,457.0,3.7,1125.0,4.91,4.82,4.89,4.82,4.89,4.98,4.55,f,1,t,5,2,37,-0.83,-0.59,-1.42,174.0,283.0,3,t,3669,1
370361,1865986,100,92.0,t,t,t,2,1.0,1.0,1.0,126.0,3.0,1125.0,4.95,4.92,4.91,4.97,4.98,4.95,4.9,f,2,t,5,2,35,0.04,-1.13,-1.09,150.04545454545453,-24.045454545454533,2,t,3927,0
392779,437055,100,89.0,t,t,f,4,1.0,2.0,2.0,150.0,3.0,745.6,4.8,4.86,4.84,4.82,4.81,4.68,4.66,f,1,t,3,2,31,-0.34,-0.7,-1.04,148.05882352941177,1.941176470588232,3,t,4286,0
421168,2094547,100,97.0,t,t,t,2,1.0,1.0,1.0,103.0,2.0,7.0,4.86,4.93,4.94,4.96,4.94,4.74,4.87,f,1,t,4,2,31,0.57,-0.81,-0.2400000000000001,143.17391304347825,-40.17391304347825,2,t,3893,0
430610,165390,100,99.0,t,t,t,7,3.0,3.0,3.0,358.0,6.0,1124.0,4.88,4.91,4.82,4.89,4.95,4.9,4.75,f,4,t,4,2,34,-0.54,-0.59,-1.13,186.41666666666663,171.58333333333334,3,t,4528,1
447523,2222321,100,83.0,f,t,t,2,1.0,1.0,1.0,61.0,3.0,30.0,4.78,4.8,4.74,4.91,4.86,4.75,4.74,f,1,t,5,2,25,-0.22,1.03,0.81,129.625,-68.625,2,t,3876,0
475361,2342082,100,50.0,f,t,t,1,1.0,1.0,1.0,77.0,30.0,180.0,4.81,4.79,4.91,4.96,4.89,4.57,4.8,f,1,f,4,2,30,-0.59,1.03,0.44,112.71428571428572,-35.71428571428571,2,t,3861,0
490076,3921530,100,92.0,t,t,t,2,1.0,1.0,1.0,114.0,4.0,17.0,4.7,4.78,4.69,4.74,4.85,4.85,4.74,f,3,t,5,2,36,0.89,-0.92,-0.03,198.8793103448276,-84.87931034482759,2,t,3699,0
491958,2431399,100,97.0,t,t,f,4,1.0,1.0,1.0,79.0,2.0,30.0,4.83,4.86,4.94,4.96,4.9,4.73,4.87,f,1,t,5,2,23,0.54,0.49,1.03,151.0,-72.0,3,t,3850,0
493591,2438665,0,100.0,f,t,t,2,1.0,1.0,1.0,70.0,30.0,180.0,4.81,4.75,4.81,4.88,4.87,4.7,4.77,t,4,t,1,2,43,-0.33,-0.7,-1.03,123.33333333333331,-53.33333333333333,2,t,3849,0
544433,2612779,100,0.0,f,t,t,2,1.0,1.0,1.0,95.0,30.0,365.0,4.83,4.88,4.93,4.93,4.9,4.85,4.79,f,1,f,3,2,24,0.65,-2.0,-1.35,148.65,-53.650000000000006,3,t,3828,0
552325,306615,100,86.0,f,t,t,4,1.0,2.0,2.0,229.0,59.9,360.0,4.7,4.73,4.39,4.94,4.97,4.94,4.67,f,3,f,4,2,56,-0.88,0.38,-0.5,188.0,41.0,3,f,4387,1
564220,2774354,100,96.0,f,t,t,2,1.0,1.0,1.0,58.0,2.0,21.0,4.77,4.85,4.61,4.94,4.95,4.85,4.84,f,2,t,5,2,31,-0.22,0.7,0.48,166.3846153846154,-108.3846153846154,2,t,3812,0
564428,2774354,100,96.0,f,t,t,2,1.0,1.0,1.0,55.0,2.0,28.0,4.68,4.79,4.5,4.87,4.9,4.66,4.73,f,2,t,5,2,36,0.02,0.92,0.94,166.3846153846154,-111.3846153846154,2,t,3812,0
565703,2781551,100,99.0,t,t,t,4,1.0,2.0,2.0,152.0,30.0,1125.0,4.66,4.75,4.59,4.92,4.92,4.83,4.72,t,4,t,5,3,44,0.31,0.92,1.23,231.90769230769232,-79.90769230769232,3,t,3811,0
566435,2438665,0,100.0,f,t,t,2,4.0,1.0,1.0,75.0,30.0,365.0,4.85,4.77,4.89,4.87,4.89,4.7,4.78,t,4,t,1,2,29,-0.67,1.03,0.36,129.5,-54.5,2,t,3849,0
573942,30559,100,97.0,t,t,t,2,3.0,1.0,1.0,75.0,2.0,180.0,4.83,4.78,4.76,4.84,4.87,4.77,4.79,f,9,t,4,2,38,-0.16,-0.49,-0.65,103.46153846153848,-28.461538461538467,2,t,4866,0
598023,2613029,100,40.0,f,t,t,2,1.0,1.0,1.0,129.0,3.0,29.0,4.73,4.76,4.59,4.9,4.95,4.9,4.62,f,1,t,4,3,51,-0.93,-2.11,-3.04,160.2,-31.19999999999999,2,t,3828,0
609252,3018655,100,0.0,f,t,t,4,1.0,2.0,4.0,275.0,30.0,1125.0,5.0,5.0,4.67,5.0,5.0,4.67,4.33,f,1,t,3,2,41,-1.0,-0.92,-1.92,171.83333333333334,103.16666666666666,3,t,3788,1
609610,3022709,100,82.0,f,t,t,2,1.0,1.0,1.0,95.0,3.0,90.0,4.83,4.91,4.94,4.91,5.0,4.44,4.91,f,2,t,4,2,23,-0.9,1.03,0.13,159.21428571428572,-64.21428571428572,3,t,3788,0
609701,3023407,100,98.0,t,t,t,2,1.0,1.0,1.0,99.0,4.0,1125.0,4.93,4.95,4.87,4.99,4.97,4.93,4.94,t,1,t,5,2,43,1.13,0.92,2.05,194.57142857142856,-95.57142857142858,3,t,3787,0
611509,3032548,100,0.0,f,t,f,1,1.0,1.0,1.0,80.0,30.0,60.0,4.89,4.87,4.76,4.9,4.96,4.84,4.82,f,1,t,5,3,34,-0.7,1.03,0.33,159.35897435897436,-79.35897435897436,2,t,3787,0
620518,3074414,94,95.0,f,t,t,2,1.0,1.0,1.0,109.0,30.0,1125.0,3.83,3.92,4.17,3.5,3.75,4.42,3.75,f,115,t,4,2,40,-0.98,0.7,-0.28,155.6818181818182,-46.68181818181819,3,t,3783,0
631445,3139639,100,100.0,f,t,t,4,1.0,1.0,2.0,95.0,30.0,1125.0,4.81,4.83,4.85,4.85,4.79,4.89,4.81,f,1,f,5,2,38,-0.36,1.03,0.67,215.27338129496405,-120.27338129496404,3,t,3777,0
635878,3074414,94,95.0,f,t,t,3,1.0,1.0,2.0,115.0,2.0,1125.0,4.16,4.55,4.42,4.61,4.54,4.5,4.18,f,115,t,4,2,33,-0.86,1.03,0.17,124.95348837209302,-9.95348837209302,3,t,3783,0
637710,3181546,100,95.0,f,t,t,8,1.0,3.0,8.0,251.0,2.0,25.0,4.79,4.77,4.52,4.87,4.86,4.94,4.7,f,1,t,4,2,30,-0.48,-0.59,-1.0699999999999998,205.5121951219512,45.48780487804879,3,t,3772,1
654734,3294357,100,96.0,t,t,t,4,1.0,1.0,2.0,168.0,30.0,1125.0,4.57,4.62,4.61,4.84,4.85,4.83,4.53,t,4,f,5,2,22,-0.7,-1.57,-2.27,205.6206896551724,-37.62068965517241,3,t,3762,0
677266,30559,100,97.0,t,t,t,2,3.0,1.0,1.0,80.0,2.0,30.0,4.64,4.56,4.66,4.73,4.74,4.65,4.61,f,9,t,4,2,32,-0.55,-0.38,-0.93,83.36363636363636,-3.36363636363636,2,t,4866,0
677365,926885,100,93.0,t,t,t,6,1.0,2.0,3.0,137.0,1.3,1125.0,4.9,4.96,4.95,4.97,4.95,4.86,4.88,f,2,t,5,2,37,0.88,-1.35,-0.4700000000000001,155.27272727272728,-18.27272727272728,3,t,4140,0
689309,3520873,0,0.0,f,t,t,2,1.0,1.0,1.0,146.0,30.0,365.0,4.94,5.0,5.0,5.0,5.0,4.88,4.88,f,1,t,1,2,33,-0.96,-2.11,-3.07,169.625,-23.625,2,t,3739,0
703058,1611114,100,100.0,t,t,t,4,1.0,2.0,2.0,265.0,4.0,27.0,4.96,4.95,4.98,4.98,5.0,4.99,4.89,f,1,t,5,2,41,-0.24,1.03,0.79,180.30555555555557,84.69444444444446,3,t,3977,1
704764,3620313,100,98.0,t,t,t,4,1.0,2.0,2.0,175.0,1.3,16.0,4.91,4.93,4.95,4.94,4.96,4.89,4.88,f,1,t,5,2,18,0.28,-0.05,0.23,337.8372093023256,-162.83720930232556,3,f,3729,0
706385,2070664,100,93.0,t,t,t,2,1.0,1.0,1.0,137.0,3.0,1125.0,4.98,4.98,4.99,4.97,4.98,4.94,4.9,f,1,t,5,2,17,1.07,0.92,1.99,179.2075471698113,-42.207547169811335,3,t,3897,0
708774,316200,100,100.0,t,t,t,4,1.0,1.0,2.0,109.0,30.0,1125.0,4.87,4.96,4.95,4.98,4.95,4.78,4.82,t,7,f,5,3,29,-0.48,1.03,0.55,173.5909090909091,-64.5909090909091,3,t,4377,0
723723,3740695,0,0.0,f,t,t,1,1.0,1.0,1.0,524.0,30.0,200.0,4.64,4.51,4.84,4.77,4.79,4.65,4.56,f,2,f,1,2,6,-0.83,-0.7,-1.5299999999999998,270.6666666666667,253.3333333333333,3,t,3716,1
723846,3737272,100,100.0,t,t,t,3,1.0,0.0,1.0,167.0,2.0,1125.0,4.89,4.93,4.92,4.92,4.94,4.86,4.81,f,1,t,5,1,55,-0.32,-1.03,-1.35,186.5625,-19.5625,3,t,3716,0
748526,3932149,100,0.0,f,t,t,2,1.0,1.0,1.0,61.0,30.0,30.0,4.64,4.61,4.79,4.88,4.82,4.81,4.63,f,1,f,3,2,28,-0.68,1.03,0.35,159.21052631578948,-98.21052631578948,3,t,3698,0
752483,450548,100,67.0,f,t,t,4,2.0,2.0,2.0,149.0,29.7,1125.0,4.85,4.9,4.67,4.94,4.93,4.96,4.73,f,1,t,5,3,39,-0.24,1.03,0.79,190.1478260869565,-41.14782608695651,3,t,4279,0
757840,3991908,100,100.0,t,t,t,8,2.5,4.0,7.0,357.0,3.1,1125.0,4.93,4.97,4.95,4.95,4.9,4.94,4.85,t,1,t,5,2,64,0.73,1.03,1.76,251.89285714285717,105.10714285714286,3,t,3691,1
793629,4181120,100,58.0,t,t,t,2,1.0,1.0,1.0,121.0,10.0,180.0,4.84,4.89,4.83,4.94,4.9,4.82,4.84,f,1,t,4,2,54,0.22,1.03,1.25,132.33333333333334,-11.333333333333345,3,f,3669,0
841274,4133943,100,100.0,t,t,t,4,1.0,1.0,2.0,100.0,3.0,45.0,4.86,4.96,4.9,4.98,4.93,4.85,4.88,f,1,t,5,2,38,-0.33,0.81,0.48,180.125,-80.125,3,t,3675,0
844939,4411144,100,100.0,t,t,t,4,1.0,1.0,1.0,225.0,2.0,1125.0,4.83,4.91,4.91,4.85,4.9,4.97,4.79,t,2,t,5,3,27,-0.34,0.38,0.0399999999999999,200.52105263157893,24.478947368421046,3,t,3642,0
846763,4421734,100,78.0,t,t,t,2,1.0,1.0,1.0,60.0,30.0,365.0,4.82,4.89,4.81,4.82,4.88,4.88,4.9,f,1,f,5,3,29,-0.73,0.38,-0.35,176.8421052631579,-116.84210526315788,2,t,3641,0
904057,4678869,100,99.0,f,t,t,2,1.0,1.0,2.0,138.0,3.0,1125.0,4.92,4.94,4.88,4.98,4.97,4.88,4.92,f,1,t,5,3,32,0.91,0.27,1.1800000000000002,163.35,-25.349999999999994,3,t,3614,0
942490,4705328,100,100.0,f,t,f,5,1.0,1.0,3.0,108.0,2.0,100.0,4.46,4.53,4.58,4.84,4.75,4.68,4.55,f,1,t,4,2,31,-0.49,-1.13,-1.62,127.8125,-19.8125,2,t,3612,0
948077,365687,90,100.0,t,t,t,2,1.0,1.0,1.0,194.0,2.0,1125.0,4.98,4.97,4.98,4.96,4.88,4.96,4.88,t,1,t,5,3,57,0.83,0.38,1.21,181.125,12.875,3,t,4329,0
993804,3169976,67,75.0,f,t,t,1,1.0,1.0,1.0,78.0,30.0,60.0,3.67,3.33,4.0,3.67,3.67,4.67,3.67,f,2,f,4,2,14,-1.0,-1.35,-2.35,143.1,-65.1,2,t,3773,0
1000883,5486919,100,100.0,t,t,t,2,1.0,1.0,1.0,133.0,3.0,29.0,4.9,4.95,4.9,4.98,4.95,4.95,4.87,t,1,t,5,3,52,-0.11,0.05,-0.06,237.1034482758621,-104.10344827586206,3,t,3551,0
1012003,5567436,0,0.0,f,t,t,4,1.0,1.0,2.0,145.0,30.0,360.0,4.94,4.92,4.97,4.97,5.0,4.94,4.94,f,1,t,1,2,36,-0.87,1.03,0.16,176.2295081967213,-31.229508196721294,2,t,3546,0
1022135,5387574,0,50.0,f,t,t,2,1.5,1.0,1.0,82.0,30.0,365.0,4.57,4.86,4.43,4.71,4.86,3.86,4.71,t,1,f,1,2,29,-0.99,-1.46,-2.45,109.25,-27.25,2,t,3558,0
1023693,5635244,100,99.0,t,t,t,2,1.0,1.0,1.0,151.0,3.9,1125.0,4.93,4.96,4.97,4.99,4.99,4.84,4.88,f,2,t,5,3,17,0.4,0.49,0.89,148.85,2.1500000000000057,3,t,3541,0
1043194,3294357,100,96.0,t,t,t,4,1.0,1.0,2.0,175.0,30.0,1125.0,4.81,4.88,4.83,4.88,4.91,4.92,4.68,t,4,t,5,2,26,-0.81,1.03,0.2199999999999999,197.71698113207543,-22.71698113207546,3,t,3762,0
1048798,5774906,100,99.0,t,t,t,4,2.0,1.0,2.0,193.0,2.0,60.0,4.96,4.97,4.95,4.99,4.97,4.96,4.86,f,1,t,5,2,57,0.66,0.27,0.93,145.44444444444446,47.55555555555554,3,t,3532,0
1090449,2739131,100,100.0,f,t,t,4,1.0,1.0,1.0,107.0,2.0,8.0,4.76,4.76,4.6,4.97,4.95,4.9,4.76,f,1,t,5,3,23,0.79,1.03,1.82,191.1818181818182,-84.18181818181819,3,t,3815,0
1097520,6031552,100,93.0,t,t,t,2,1.5,1.0,1.0,121.0,3.0,365.0,4.86,4.89,4.91,4.91,4.91,4.8,4.85,f,1,t,4,2,54,0.21,0.59,0.7999999999999999,110.71428571428572,10.285714285714292,3,t,3515,0
1100686,3921530,100,92.0,t,t,t,2,1.0,1.0,1.0,77.0,4.0,1125.0,4.8,4.88,4.77,4.83,4.89,4.86,4.83,f,3,t,5,2,57,0.62,0.05,0.67,190.96,-113.96,2,t,3699,0
1112092,5856339,100,91.0,t,t,t,3,1.0,1.0,3.0,135.0,7.0,90.0,4.87,4.94,4.85,4.83,4.9,4.92,4.73,f,1,t,4,2,14,-0.81,-0.27,-1.08,324.2857142857143,-189.28571428571428,3,t,3526,0
1114695,165390,100,99.0,t,t,t,7,2.5,3.0,3.0,314.0,18.6,1124.0,4.8,4.86,4.9,4.92,4.95,4.88,4.74,f,4,t,4,2,21,-0.71,0.05,-0.6599999999999999,174.3235294117647,139.6764705882353,3,t,4528,1
1122236,1121532,100,52.0,f,t,t,2,1.0,1.0,1.0,152.0,30.0,1125.0,4.74,4.74,4.83,4.82,4.82,4.88,4.53,f,11,t,4,2,25,-0.44,-0.59,-1.03,187.453125,-35.453125,3,t,4107,0
1125133,3074414,94,95.0,f,t,t,3,1.0,1.0,1.0,120.0,30.0,1125.0,4.0,4.28,4.11,4.31,4.44,4.22,4.0,f,115,t,4,2,27,-0.87,-1.57,-2.44,130.55384615384617,-10.553846153846166,3,t,3783,0
1142010,928640,100,50.0,f,t,t,1,1.0,1.0,1.0,70.0,30.0,40.0,,,,,,,,f,1,t,5,2,53,-1.02,0.05,-0.97,144.66666666666666,-74.66666666666666,3,t,4140,0
1146966,3921530,100,92.0,t,t,t,2,1.0,1.0,1.0,93.0,4.0,1125.0,4.79,4.84,4.73,4.89,4.89,4.86,4.87,t,3,t,5,2,44,0.27,0.7,0.97,197.74545454545452,-104.74545454545456,2,t,3699,0
1150519,6305984,0,50.0,f,t,t,7,1.5,3.0,4.0,300.0,30.0,1125.0,4.95,5.0,4.89,5.0,4.95,4.94,4.83,f,1,f,1,3,33,-0.94,-1.35,-2.29,161.06666666666666,138.93333333333334,3,t,3497,1
1157083,3294357,100,96.0,t,t,t,4,2.0,2.0,3.0,285.0,3.0,1125.0,4.74,4.82,4.66,4.8,4.88,4.92,4.56,t,4,t,5,2,27,-0.66,-0.16,-0.8200000000000001,195.8030303030303,89.19696969696969,3,t,3762,1
1159111,1787819,91,97.0,f,t,t,6,1.0,2.0,3.0,204.0,3.0,1125.0,4.78,4.88,4.84,4.95,4.9,4.79,4.77,t,3,t,5,2,48,-0.45,0.38,-0.07,194.24242424242425,9.75757575757575,3,t,3940,0
1171574,4485958,100,99.0,t,t,t,2,1.0,1.0,1.0,83.0,4.1,60.0,4.9,4.96,4.88,4.99,4.98,4.84,4.9,f,2,t,4,2,21,1.34,0.59,1.93,188.80645161290323,-105.80645161290325,3,t,3632,0
1179538,6407320,100,76.0,f,t,t,4,1.5,2.0,2.0,171.0,30.0,1125.0,4.83,4.8,4.67,4.8,4.83,4.6,4.6,f,3,t,5,2,22,-0.99,-1.67,-2.66,202.96153846153845,-31.961538461538453,2,t,3491,0
1205666,6584748,100,86.0,t,t,t,2,1.5,1.0,1.0,93.0,1.0,14.0,4.94,4.95,4.98,4.97,4.95,4.86,4.89,f,2,t,4,2,41,0.24,-1.46,-1.22,165.0,-72.0,2,t,3480,0
1219691,6654033,100,60.0,f,t,t,4,1.0,2.0,2.0,129.0,30.0,1125.0,4.89,4.98,4.95,4.91,4.83,4.79,4.95,f,1,t,3,2,39,-0.74,-0.49,-1.23,151.57142857142858,-22.571428571428584,3,f,3476,0
1246769,1025723,100,98.0,t,t,t,2,1.0,1.0,1.0,175.0,4.0,45.0,4.86,4.82,4.88,4.92,4.96,4.89,4.8,f,2,t,5,2,50,0.55,-0.05,0.5,175.0818181818182,-0.0818181818181926,3,t,4118,0
